h3_8,año_hecho,umap_1,umap_2
8849958425fffff,2020,11.003318,1.8145216
8849958425fffff,2021,11.583541,1.8004773
8849958425fffff,2022,10.289908,2.6936252
8849958425fffff,2023,12.294239,1.9461355
8849958425fffff,2024,10.101418,0.5433161
8849958427fffff,2016,10.22091,1.1893262
8849958427fffff,2017,10.092774,3.0380514
8849958427fffff,2018,6.6043425,5.127416
8849958427fffff,2019,8.925917,0.61814
8849958427fffff,2020,10.633394,1.2627671
8849958427fffff,2021,7.213965,7.356223
8849958427fffff,2022,8.931674,7.0152645
8849958427fffff,2023,7.1570015,5.840308
8849958427fffff,2024,9.066241,2.1352172
8849958429fffff,2016,10.461014,0.6050336
8849958429fffff,2017,9.1255665,0.9934259
8849958429fffff,2018,9.089069,3.8367827
8849958429fffff,2019,9.708482,1.5885104
8849958429fffff,2020,9.232653,0.991465
8849958429fffff,2021,12.863127,3.7683733
8849958429fffff,2022,11.277498,4.0652084
8849958429fffff,2024,8.932554,3.8099113
884995842bfffff,2016,9.607836,3.1696706
884995842bfffff,2017,7.9939914,6.919875
884995842bfffff,2018,11.061191,2.5183938
884995842bfffff,2019,7.5697737,3.9466755
884995842bfffff,2020,9.945117,2.6031349
884995842bfffff,2021,10.183374,5.9788165
884995842bfffff,2022,8.575994,6.698942
884995842bfffff,2023,8.815869,4.4879227
884995842bfffff,2024,9.9111595,6.8465548
884995842dfffff,2016,10.657249,0.8248669
884995842dfffff,2017,12.251198,1.7771184
884995842dfffff,2018,7.878093,2.949917
884995842dfffff,2019,12.5067425,3.1695375
884995842dfffff,2020,8.808697,1.7759732
884995842dfffff,2021,9.2019825,1.5441238
884995842dfffff,2022,8.311034,4.698884
884995842dfffff,2023,10.2417,1.0652064
884995842dfffff,2024,9.910734,0.6821033
8849958431fffff,2016,8.973087,0.29216993
8849958431fffff,2017,9.109028,2.8664503
8849958431fffff,2018,9.56951,5.5133104
8849958431fffff,2019,8.838595,0.90187806
8849958431fffff,2020,9.630935,0.89668196
8849958431fffff,2021,9.972923,5.2793818
8849958431fffff,2022,7.175872,3.8873174
8849958431fffff,2023,10.984032,5.0079126
8849958431fffff,2024,11.081713,4.650933
8849958433fffff,2016,7.256021,4.465721
8849958433fffff,2017,6.7269835,2.243306
8849958433fffff,2018,10.760173,6.2145677
8849958433fffff,2019,7.530894,2.017669
8849958433fffff,2020,9.639433,6.145848
8849958433fffff,2021,10.563119,6.228999
8849958433fffff,2022,10.076409,6.00747
8849958433fffff,2023,10.066546,4.4542117
8849958433fffff,2024,11.241193,6.1380506
8849958435fffff,2016,9.959303,0.025017893
8849958435fffff,2017,9.584053,2.1393356
8849958435fffff,2018,10.132228,4.664002
8849958435fffff,2019,8.100221,2.0889912
8849958435fffff,2020,6.044146,2.5309443
8849958435fffff,2021,10.838677,4.4518595
8849958435fffff,2022,9.123076,4.6995063
8849958435fffff,2023,10.857411,4.259378
8849958435fffff,2024,9.346317,0.37381867
8849958437fffff,2016,7.145889,2.758554
8849958437fffff,2017,11.012946,3.4742675
8849958437fffff,2018,9.8490715,6.513055
8849958437fffff,2019,12.488319,3.2465549
8849958437fffff,2020,9.348064,6.1148067
8849958437fffff,2021,11.378046,6.0830474
8849958437fffff,2022,8.800499,7.0190144
8849958437fffff,2023,10.213883,4.613844
8849958437fffff,2024,11.227206,3.3042166
8849958439fffff,2016,10.010399,2.1085954
8849958439fffff,2017,9.741194,1.3219515
8849958439fffff,2018,7.954413,5.3186707
8849958439fffff,2019,8.804596,1.7683648
8849958439fffff,2020,8.750312,1.5386912
8849958439fffff,2021,11.623977,5.8421516
8849958439fffff,2022,11.4053335,6.870049
8849958439fffff,2023,8.948438,1.8734926
8849958439fffff,2024,9.126517,2.2563498
884995843bfffff,2016,7.3212337,5.525452
884995843bfffff,2017,6.90188,1.7630701
884995843bfffff,2018,6.8685203,2.5902371
884995843bfffff,2019,8.163246,1.4750392
884995843bfffff,2020,9.668166,1.8856274
884995843bfffff,2021,7.5861335,4.286367
884995843bfffff,2022,11.787279,5.8149686
884995843bfffff,2023,11.736622,2.422205
884995843bfffff,2024,9.023687,1.8246931
884995843dfffff,2016,12.302237,2.3667972
884995843dfffff,2017,10.459325,1.4689794
884995843dfffff,2018,9.519821,5.2348833
884995843dfffff,2019,10.115005,0.36399052
884995843dfffff,2020,8.001467,2.8964725
884995843dfffff,2021,8.783923,2.9217541
884995843dfffff,2022,11.200729,0.86148375
884995843dfffff,2023,7.621461,4.760936
884995843dfffff,2024,8.039836,3.2557995
8849958441fffff,2016,10.066505,0.30605406
8849958441fffff,2017,12.350817,2.091381
8849958441fffff,2018,11.867276,3.192571
8849958441fffff,2019,9.775174,1.0325058
8849958441fffff,2020,8.224503,2.255354
8849958441fffff,2021,10.362839,4.425022
8849958441fffff,2022,11.105652,6.1064982
8849958441fffff,2023,11.027407,3.9590294
8849958441fffff,2024,11.274866,1.5486679
8849958443fffff,2016,9.490147,0.040348515
8849958443fffff,2017,9.233523,0.26474372
8849958443fffff,2018,11.576006,5.2824383
8849958443fffff,2019,10.598841,0.504225
8849958443fffff,2020,11.356406,2.091707
8849958443fffff,2021,8.313631,0.29383665
8849958443fffff,2022,11.5198965,6.7909136
8849958443fffff,2023,10.806298,2.0293381
8849958443fffff,2024,10.706459,4.6084723
8849958445fffff,2016,12.419555,2.134956
8849958445fffff,2017,8.732632,0.45820022
8849958445fffff,2018,12.282861,1.8637335
8849958445fffff,2019,9.2549515,-0.18935046
8849958445fffff,2020,10.60872,0.49974734
8849958445fffff,2021,9.457454,4.39088
8849958445fffff,2022,9.549832,7.114373
8849958445fffff,2023,11.532642,4.456182
8849958445fffff,2024,12.231591,2.3317237
8849958447fffff,2016,9.925584,1.0485622
8849958447fffff,2017,10.17868,0.48140103
8849958447fffff,2018,9.779398,5.0204377
8849958447fffff,2019,8.200328,2.0718567
8849958447fffff,2020,8.895404,0.34448582
8849958447fffff,2021,11.213765,5.439365
8849958447fffff,2022,10.113448,6.2770963
8849958447fffff,2023,8.333242,7.2207665
8849958447fffff,2024,12.484221,4.7315936
8849958449fffff,2016,12.555112,2.8845558
8849958449fffff,2017,10.119812,0.46140036
8849958449fffff,2018,8.5593405,1.1312999
8849958449fffff,2019,10.1025305,0.68342984
8849958449fffff,2020,10.802305,0.8413719
8849958449fffff,2021,13.01588,4.216024
8849958449fffff,2022,7.808185,3.9188051
8849958449fffff,2023,7.9873257,3.6864824
8849958449fffff,2024,7.8927236,0.20353854
884995844bfffff,2016,8.848752,0.27589816
884995844bfffff,2017,11.187909,1.5133792
884995844bfffff,2018,9.259664,0.11432677
884995844bfffff,2019,10.128469,0.6187893
884995844bfffff,2020,9.287219,2.011212
884995844bfffff,2021,11.059808,3.0913484
884995844bfffff,2022,10.91982,3.2065988
884995844bfffff,2023,7.8332176,4.805067
884995844bfffff,2024,10.786363,3.140232
8849958451fffff,2016,7.3468676,0.48250297
8849958451fffff,2017,7.3052497,3.8667445
8849958451fffff,2018,9.70463,3.6146266
8849958451fffff,2019,7.657294,1.9444313
8849958451fffff,2020,10.96952,5.2481184
8849958451fffff,2021,12.2770815,4.4495387
8849958451fffff,2022,10.099463,6.0248723
8849958451fffff,2023,9.654421,6.373717
8849958455fffff,2016,11.503876,3.1943705
8849958455fffff,2017,9.305109,-0.057290584
8849958455fffff,2018,10.365712,5.768201
8849958455fffff,2019,9.848369,3.6306956
8849958455fffff,2020,10.371469,3.4114761
8849958455fffff,2021,9.899713,4.331316
8849958455fffff,2022,11.707661,2.1617906
8849958455fffff,2023,11.051323,4.636792
8849958455fffff,2024,9.894522,3.3268404
8849958457fffff,2016,12.106211,2.7420766
8849958457fffff,2017,11.098896,2.646605
8849958457fffff,2018,8.790589,4.291944
8849958457fffff,2019,10.298205,2.46812
8849958457fffff,2020,11.908656,3.1105335
8849958457fffff,2021,7.503972,0.59762466
8849958457fffff,2022,9.418395,0.0142945545
8849958457fffff,2023,7.4989033,5.469634
8849958457fffff,2024,8.473625,2.4617963
8849958459fffff,2018,9.026252,2.7569327
8849958459fffff,2019,6.5968103,1.8556776
8849958459fffff,2020,12.286672,2.4857192
8849958459fffff,2022,11.212244,2.6887562
8849958459fffff,2023,8.488666,7.0798016
8849958459fffff,2024,6.8529224,6.0527973
884995845bfffff,2016,8.128345,0.45376712
884995845bfffff,2017,9.977977,0.6282676
884995845bfffff,2018,7.9191313,1.9935895
884995845bfffff,2019,12.749155,3.8043482
884995845bfffff,2020,12.317426,2.0154285
884995845bfffff,2021,9.815443,2.54218
884995845bfffff,2022,8.195925,6.125859
884995845bfffff,2023,11.462398,5.7723136
884995845bfffff,2024,12.15128,4.942608
884995845dfffff,2016,12.813181,2.9212098
884995845dfffff,2017,12.779812,2.5374224
884995845dfffff,2018,12.7514,4.5083447
884995845dfffff,2019,12.71564,4.44213
884995845dfffff,2020,7.535185,1.6856581
884995845dfffff,2021,7.8860445,2.540877
884995845dfffff,2022,8.226457,5.9621124
884995845dfffff,2023,11.34773,6.4448714
884995845dfffff,2024,11.837223,3.6063857
8849958461fffff,2017,8.837894,3.2222373
8849958461fffff,2018,7.637758,3.9455354
8849958461fffff,2019,7.7392507,6.377692
8849958461fffff,2020,12.10882,2.8580098
8849958461fffff,2021,10.597282,0.51713973
8849958461fffff,2024,6.613443,4.940656
8849958463fffff,2016,7.4651794,7.596141
8849958463fffff,2017,6.7558556,6.799225
8849958463fffff,2018,9.385072,2.7380362
8849958463fffff,2019,8.644246,0.5220697
8849958463fffff,2020,8.604435,1.0634124
8849958463fffff,2021,11.482729,3.4935832
8849958463fffff,2022,7.413742,7.722694
8849958463fffff,2023,8.839767,2.5642252
8849958463fffff,2024,7.1745224,4.7703905
8849958465fffff,2016,11.568808,2.5445387
8849958465fffff,2017,6.7686744,6.788896
8849958465fffff,2018,9.44807,3.433071
8849958465fffff,2019,11.803062,4.628937
8849958465fffff,2020,9.430656,1.9613457
8849958465fffff,2021,10.148348,3.515357
8849958465fffff,2022,11.744003,2.307761
8849958467fffff,2016,10.889929,1.9043788
8849958467fffff,2017,10.296922,1.6328537
8849958467fffff,2018,9.459231,5.423255
8849958467fffff,2019,9.190681,1.2002743
8849958467fffff,2020,8.54219,1.9339831
8849958467fffff,2021,8.809575,3.5304747
8849958467fffff,2022,6.8710475,6.9188657
8849958467fffff,2023,11.205543,3.7496443
8849958467fffff,2024,10.420612,1.4948046
8849958469fffff,2018,12.309797,2.1009204
8849958469fffff,2019,8.422527,0.33132437
8849958469fffff,2020,10.370529,1.4077824
8849958469fffff,2021,10.468917,3.3246799
8849958469fffff,2022,5.909557,0.28301233
8849958469fffff,2024,12.483071,4.301728
884995846dfffff,2016,7.521011,3.833904
