h3_8,max_cp_prob,bocpd_cp_year,p_2016,p_2017,p_2018,p_2019,p_2020,p_2021,p_2022,p_2023,p_2024,has_bocpd_cp
88499585b7fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,False
88499585b9fffff,0.15000000000000008,2018,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
88499585bbfffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.15,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000008,False
88499585bdfffff,0.15000000000000013,2021,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,0.15000000000000013,0.15000000000000002,0.15000000000000013,,False
88499585c1fffff,0.15000000000000002,2018,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,False
88499585c3fffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.14999999999999997,0.15000000000000002,0.15000000000000002,False
88499585c5fffff,0.15000000000000008,2019,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,False
88499585c7fffff,0.15000000000000008,2019,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
88499585c9fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
88499585cbfffff,0.15000000000000013,2017,0.15,0.15000000000000013,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,False
88499585cdfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
88499585d1fffff,0.15000000000000008,2020,0.15000000000000002,,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,False
88499585d3fffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.14999999999999997,False
88499585d5fffff,0.15000000000000013,2022,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000008,0.15000000000000002,False
88499585d7fffff,0.15000000000000013,2022,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000013,0.15000000000000008,0.15000000000000002,False
88499585d9fffff,0.15000000000000008,2022,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,False
88499585dbfffff,0.15000000000000008,2020,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15,False
88499585ddfffff,0.15000000000000013,2021,0.15,0.15,0.15,0.15,0.14999999999999997,0.15000000000000013,0.15000000000000008,0.14999999999999997,0.15000000000000002,False
88499585e1fffff,0.15000000000000008,2023,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
88499585e3fffff,0.15000000000000008,2019,0.14999999999999997,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,0.15,False
88499585e5fffff,0.15000000000000002,2017,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15,False
88499585e7fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,False
88499585e9fffff,0.15000000000000002,2022,0.15,0.15,0.15,0.14999999999999994,0.15,0.15,0.15000000000000002,0.15,0.15,False
88499585ebfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
88499585edfffff,0.15000000000000008,2023,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,False
8849958609fffff,0.15000000000000008,2024,,,,,0.15000000000000002,0.15,,,0.15000000000000008,False
8849958623fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,False
8849958627fffff,0.15000000000000008,2020,0.15,,0.15,0.15,0.15000000000000008,0.15,,,,False
884995862dfffff,0.15000000000000013,2020,,0.15000000000000008,0.15000000000000002,,0.15000000000000013,0.15,0.15000000000000002,,0.15000000000000008,False
8849958643fffff,0.15000000000000013,2019,0.15000000000000002,,0.15,0.15000000000000013,0.15000000000000008,0.15000000000000008,,,,False
884995865dfffff,0.15000000000000008,2021,0.15,,0.15,,0.15,0.15000000000000008,0.15,0.15,,False
8849958681fffff,0.15000000000000008,2023,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,False
8849958683fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,False
8849958685fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,False
8849958687fffff,0.15000000000000008,2020,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,0.14999999999999997,False
8849958689fffff,0.15000000000000008,2024,0.15000000000000002,0.14999999999999994,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,False
884995868bfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,False
884995868dfffff,0.15000000000000002,2021,0.15,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15,False
8849958691fffff,0.15000000000000002,2018,0.15,,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,False
8849958693fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15,0.14999999999999994,0.15,0.15,0.15,False
8849958695fffff,0.15000000000000008,2018,,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,False
8849958697fffff,0.15000000000000002,2018,0.15,0.14999999999999994,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,False
884995869bfffff,0.15000000000000008,2018,,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.14999999999999997,False
884995869dfffff,0.15000000000000008,2024,0.15,,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,False
88499586a3fffff,0.15000000000000002,2024,,,0.15,0.15,,0.14999999999999994,0.15,0.15,0.15000000000000002,False
88499586a7fffff,0.15000000000000008,2021,,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,,,0.15,False
88499586abfffff,0.15000000000000013,2023,,,,,0.14999999999999994,,,0.15000000000000013,0.15000000000000008,False
88499586b1fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000002,0.15,False
88499586b3fffff,0.15000000000000008,2018,0.15,,0.15000000000000008,0.15,,,0.15,,,False
88499586b5fffff,0.15000000000000008,2020,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000008,False
88499586b7fffff,0.15000000000000008,2023,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
88499586b9fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000008,False
88499586bbfffff,0.1500000000000001,2024,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,0.15,0.1500000000000001,False
88499586bdfffff,0.15000000000000008,2018,0.14999999999999994,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,,0.15,0.15000000000000002,0.15,False
88499586c3fffff,0.15000000000000008,2016,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,False
88499586c7fffff,0.15000000000000013,2018,0.15,0.15,0.15000000000000013,0.15000000000000002,0.15000000000000013,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
88499586d5fffff,0.15000000000000008,2018,,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,False
88499586ddfffff,0.15,2021,,,0.14999999999999994,,,0.15,,,0.14999999999999994,False
88499586e1fffff,0.15000000000000013,2019,0.15,0.15,0.15,0.15000000000000013,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
88499586e3fffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000008,False
88499586e7fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,False
88499586ebfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,,0.15000000000000002,False
88499586edfffff,0.15000000000000008,2020,,,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,,0.15000000000000008,False
8849958705fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15,,,,,False
8849958707fffff,0.15000000000000008,2020,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15,False
884995870dfffff,0.15000000000000002,2016,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,,0.15,False
8849958721fffff,0.15000000000000008,2020,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,False
8849958723fffff,0.15000000000000008,2020,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.15,0.14999999999999997,False
8849958725fffff,0.15000000000000013,2022,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000013,0.15,0.15,False
8849958727fffff,0.15000000000000008,2021,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
8849958729fffff,0.15000000000000008,2018,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.14999999999999997,0.15000000000000002,,,False
884995872bfffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15000000000000002,,,,0.15000000000000002,,,False
884995872dfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.14999999999999994,0.15,0.15,0.15000000000000008,False
8849958731fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,,0.15000000000000008,,0.15000000000000008,False
8849958733fffff,0.15000000000000008,2024,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,False
8849958735fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15,0.14999999999999997,False
8849958737fffff,0.15000000000000008,2024,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000002,,0.15000000000000008,False
8849958739fffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,,False
884995873bfffff,0.15000000000000013,2021,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000013,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995873dfffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15,0.15,0.15,,0.15000000000000002,0.15000000000000002,,False
8849958757fffff,0.1500000000000001,2022,,,0.15,0.15000000000000002,0.15000000000000008,,0.1500000000000001,0.15000000000000008,0.15000000000000002,False
8849958761fffff,0.15000000000000008,2019,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,,,,,False
884995876bfffff,0.15000000000000008,2022,0.15000000000000002,,0.14999999999999997,,,,0.15000000000000008,,,False
8849958c01fffff,0.15000000000000008,2021,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000008,False
8849958c03fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,False
8849958c05fffff,0.15000000000000002,2018,0.14999999999999994,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
8849958c07fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
8849958c09fffff,0.15000000000000008,2021,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,False
8849958c0bfffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15,0.14999999999999997,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,False
8849958c0dfffff,0.15000000000000008,2020,0.15,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000002,False
8849958c11fffff,0.15000000000000002,2024,0.15,0.14999999999999997,0.15,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,False
8849958c13fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.14999999999999994,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,False
8849958c15fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,False
8849958c17fffff,0.15000000000000008,2020,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.15,False
8849958c19fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15,False
8849958c1bfffff,0.15000000000000002,2022,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,False
8849958c1dfffff,0.15000000000000002,2016,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15,False
8849958c2bfffff,0.15000000000000008,2017,,0.15000000000000008,0.15,0.15,,0.15,,,,False
8849958c39fffff,0.15000000000000008,2023,0.15,0.15,0.15,0.15,0.15000000000000002,,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
8849958c41fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15,False
8849958c43fffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
8849958c45fffff,0.15000000000000008,2021,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15,False
8849958c47fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,False
8849958c4bfffff,0.15000000000000008,2023,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
8849958c51fffff,0.15000000000000002,2022,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
8849958c53fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,False
8849958c55fffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15,False
8849958c57fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,False
8849958c59fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,False
8849958c5bfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15,False
8849958c5dfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.14999999999999997,False
8849958c61fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
8849958c63fffff,0.15000000000000013,2024,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000013,False
8849958c69fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000008,False
8849958c6bfffff,0.15000000000000008,2023,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,False
8849958c6dfffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,,0.15,False
8849958c91fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
8849958c93fffff,0.15000000000000008,2023,0.14999999999999997,,0.14999999999999994,0.15000000000000002,0.15,,,0.15000000000000008,,False
8849958c97fffff,0.15000000000000013,2024,0.15,0.15000000000000002,0.15,0.15000000000000002,,0.15000000000000008,0.15,0.15,0.15000000000000013,False
8849958c99fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
8849958c9bfffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
8849958c9dfffff,0.15000000000000008,2018,0.15000000000000002,0.14999999999999997,0.15000000000000008,0.15,,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,False
8849958cc1fffff,0.15000000000000002,2021,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,False
8849958cc3fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,False
8849958cc5fffff,0.15000000000000008,2023,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,False
8849958cc7fffff,0.15000000000000002,2020,,0.15,0.15,0.15,0.15000000000000002,,,0.15,,False
8849958cc9fffff,0.15,2016,0.15,0.15,0.15,0.15,0.14999999999999997,0.15,0.15,0.14999999999999997,0.15,False
8849958ccbfffff,0.15000000000000002,2018,0.14999999999999997,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
8849958ccdfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,False
8849958cd1fffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,False
8849958cd3fffff,0.15000000000000008,2021,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15000000000000008,False
8849958cd5fffff,0.15000000000000008,2019,,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,False
8849958cd7fffff,0.15000000000000008,2021,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,False
8849958cd9fffff,0.15000000000000008,2024,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
8849958cdbfffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,False
8849958cddfffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
8849958e01fffff,0.15000000000000008,2020,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
8849958e03fffff,0.15000000000000013,2022,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000013,0.15,0.15000000000000008,False
8849958e05fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,False
8849958e09fffff,0.15000000000000013,2018,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,False
8849958e0bfffff,0.15000000000000002,2017,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,False
8849958e0dfffff,0.15000000000000008,2019,0.15,,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,,False
8849958e13fffff,0.15000000000000008,2020,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,False
8849958e15fffff,0.15000000000000008,2024,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,False
8849958e17fffff,0.15000000000000008,2022,0.15,0.15,0.14999999999999997,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000008,False
8849958e19fffff,0.15000000000000013,2022,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000013,0.15000000000000002,0.15000000000000002,False
8849958e1bfffff,0.15000000000000008,2022,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
8849958e1dfffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,False
8849958e31fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15,0.14999999999999997,0.15000000000000008,False
8849958e33fffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
8849958e35fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.14999999999999994,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,False
8849958e37fffff,0.15000000000000013,2023,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000008,False
8849958e3bfffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,False
8849958e41fffff,0.15000000000000008,2018,,,0.15000000000000008,,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
8849958e43fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
8849958e47fffff,0.15000000000000008,2019,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,False
8849958e51fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15,False
8849958e53fffff,0.15000000000000008,2023,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,False
8849958e55fffff,0.15000000000000008,2016,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,False
8849958e57fffff,0.15000000000000013,2022,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000002,0.15,False
8849958e59fffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15000000000000008,False
8849958e5bfffff,0.15000000000000013,2019,0.15,0.15,0.15,0.15000000000000013,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
8849958e5dfffff,0.15000000000000013,2018,0.15000000000000008,0.14999999999999997,0.15000000000000013,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,False
8849958e61fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,0.15,False
8849958e63fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,False
8849958e65fffff,0.15000000000000008,2023,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
8849958e67fffff,0.15000000000000002,2017,,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,,,0.15,False
8849958e6dfffff,0.15000000000000008,2024,0.15000000000000002,0.14999999999999997,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,False
8849958e81fffff,0.15000000000000002,2022,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
8849958e83fffff,0.15000000000000008,2018,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,,False
8849958e85fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,False
8849958e87fffff,0.15000000000000002,2022,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
8849958e89fffff,0.15000000000000008,2020,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
8849958e8bfffff,0.1500000000000001,2023,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.1500000000000001,0.15,False
8849958e8dfffff,0.15000000000000002,2024,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
8849958e91fffff,0.1500000000000001,2024,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.1500000000000001,False
8849958e93fffff,0.15000000000000008,2023,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
8849958e95fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000002,0.14999999999999997,False
