h3_8,max_cp_prob,bocpd_cp_year,p_2016,p_2017,p_2018,p_2019,p_2020,p_2021,p_2022,p_2023,p_2024,has_bocpd_cp
884995bb2dfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15,False
884995bb31fffff,0.15000000000000008,2022,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995bb33fffff,0.15000000000000008,2023,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000008,False
884995bb35fffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995bb37fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.14999999999999997,False
884995bb39fffff,0.15000000000000002,2024,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995bb3bfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,False
884995bb3dfffff,0.15000000000000008,2024,0.14999999999999997,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,False
884995bb41fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,False
884995bb43fffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995bb45fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995bb47fffff,0.15000000000000008,2020,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995bb49fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995bb4bfffff,0.15000000000000008,2023,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,False
884995bb4dfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,False
884995bb51fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995bb53fffff,0.15000000000000008,2020,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,False
884995bb55fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,False
884995bb57fffff,0.15000000000000002,2021,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,False
884995bb59fffff,0.15000000000000008,2024,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,False
884995bb5bfffff,0.15000000000000008,2022,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15,False
884995bb5dfffff,0.15000000000000008,2018,0.14999999999999997,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.14999999999999997,False
884995bb61fffff,0.15000000000000008,2020,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995bb63fffff,0.15000000000000013,2021,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000013,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995bb65fffff,0.15000000000000002,2022,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,False
884995bb67fffff,0.1500000000000001,2024,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.1500000000000001,False
884995bb69fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995bb6bfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,False
884995bb6dfffff,0.15000000000000002,2020,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
