h3_8,año_hecho,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8
884995b8c1fffff,2021,-0.0789313,0.090699606,0.82467955,0.46525532,-0.16045211,0.28651682,-0.21835849,0.17279959
884995b8c1fffff,2022,0.91199094,-0.35810032,0.99684596,0.13938224,0.52419597,-0.3388441,0.068441555,0.5046643
884995b8c1fffff,2023,1.3711385,-0.2755249,-0.46568725,0.5378227,0.20466527,0.32100618,-0.8261379,-1.1975149
884995b8c1fffff,2024,0.4401471,-0.3414803,-0.22428101,0.06244141,0.6087664,0.5878405,-0.099372424,-0.5914274
884995b8c3fffff,2016,-0.22108282,-0.21656573,-0.5662067,-0.646469,0.33256766,0.51295817,-0.86641544,0.7481348
884995b8c3fffff,2017,-0.67287177,0.97395307,0.14795198,0.23504718,-0.56500506,0.12692168,-0.23769055,-0.2877277
884995b8c3fffff,2018,0.16934562,-0.40723187,0.43719083,0.041249543,0.6862222,0.43064755,-0.7817215,0.6812597
884995b8c3fffff,2019,-0.057943113,-0.5568499,-0.024888918,1.3112092,-0.43570513,0.96644104,0.36745277,-0.45382085
884995b8c3fffff,2020,-0.4843884,0.134003,-0.12188402,0.83681476,0.18225957,0.20308213,0.064573295,-0.61441964
884995b8c3fffff,2021,0.5634088,1.3935779,1.7588291,0.55006945,-0.60591114,1.005647,-1.1442071,0.58572817
884995b8c3fffff,2022,1.3317801,-1.5694109,-0.43511558,1.5004548,0.050008267,-0.5768393,0.6223267,-0.91292334
884995b8c3fffff,2023,1.0347141,-0.4617552,0.57868093,0.7996488,0.004960493,-0.1931384,0.73660827,-0.2574535
884995b8c3fffff,2024,0.22879064,-0.99284625,-1.0647559,1.3354254,-0.1434374,0.17913832,0.7045039,-0.55791235
884995b8c5fffff,2016,-2.850965,-0.7831287,0.33869773,-0.035755236,-2.8167644,0.06934421,-1.5988164,2.3259547
884995b8c5fffff,2018,0.18619084,-1.7954818,-0.67928195,-0.6127058,0.6750978,0.2542655,0.6177312,1.1509223
884995b8c5fffff,2019,1.1438621,1.2255561,1.9021517,0.8566868,-0.38986918,-0.98997664,2.067595,-1.4114064
884995b8c5fffff,2020,-1.0783962,-0.7702706,-0.2284429,1.5469999,-0.80525476,-1.3225943,1.5098242,-1.6589831
884995b8c5fffff,2021,-0.19924234,0.71305823,2.2603748,1.5786133,-1.9760967,-0.07509425,1.9260013,-0.88035476
884995b8c5fffff,2022,-0.3634824,2.557556,-0.4780308,0.07325802,1.2001483,1.1245768,0.7153733,0.95371634
884995b8c5fffff,2024,1.3046602,-1.5096624,-0.20551778,1.2436813,0.9085917,-2.3885796,0.16135621,-1.6028364
884995b8c7fffff,2016,0.1987003,0.19668216,-0.1650712,1.1185952,-1.1217761,-0.22720657,-0.5335653,0.12055173
884995b8c7fffff,2017,-0.7959639,0.55460453,-1.1445273,-0.39505845,-0.9642871,-0.37694225,0.66714156,-0.4558776
884995b8c7fffff,2018,0.5041029,-0.2439845,0.68730253,0.16936615,0.43004492,0.43805224,-0.29916322,0.40879145
884995b8c7fffff,2019,-0.5045464,-0.38126117,-0.4848851,0.5910762,0.1436798,1.3180954,0.9532713,-0.202108
884995b8c7fffff,2020,-0.26494545,0.2743396,0.36608014,0.846059,0.20425977,0.52926946,-0.14978899,-0.5470975
884995b8c7fffff,2021,0.28646833,-0.79649,0.20437495,0.18383133,0.7364749,-0.32576993,2.2334769,-1.1237098
884995b8c7fffff,2022,-0.6371688,-0.24732047,0.89161944,0.8856687,-0.7444401,0.14337654,-0.6908575,0.28414747
884995b8c7fffff,2023,1.6883843,-0.9058857,-0.26047954,0.64829594,0.6539284,0.23977423,-0.3004562,-0.5631012
884995b8c7fffff,2024,0.9382394,-2.2163255,-1.6790878,-0.0020872855,1.4394673,-0.46585432,-0.17487957,-0.26139623
884995b8c9fffff,2016,-1.1845376,0.09391061,-0.14327966,0.2641529,-0.4178343,-0.09830438,0.36120602,-0.21733171
884995b8c9fffff,2017,-0.7459995,-0.19181654,-0.7671244,-0.023434801,-0.34439898,0.4608258,-0.018824924,0.19936667
884995b8c9fffff,2018,0.25388715,-0.36433572,0.057301417,0.21944919,0.82008404,1.1359667,-0.42715442,0.67380893
884995b8c9fffff,2019,-0.31678936,-0.4680098,0.34683922,0.960281,-0.07832498,1.7639151,0.3137767,0.30255324
884995b8c9fffff,2020,0.20991741,-0.81793374,0.86363006,0.2998484,0.3690721,0.049595397,0.12946492,0.29427344
884995b8c9fffff,2021,0.9377354,-0.6015245,0.13553065,0.15118375,0.5294622,0.5472049,-0.26251513,-0.157857
884995b8c9fffff,2022,1.3997496,-0.34588844,0.75272006,-0.2541585,0.8304095,0.38623837,-0.6902827,0.48425102
884995b8c9fffff,2023,0.5042944,-0.94906163,1.1726236,0.8002439,-0.695873,0.7686308,-1.0909197,1.4039503
884995b8c9fffff,2024,0.97996897,-0.63828534,0.3127215,-0.23520991,1.1439329,0.31559563,0.33948016,0.45977122
884995b8cbfffff,2016,-2.1249385,0.3472659,-0.36227837,0.663924,-0.40390134,-0.11963517,0.43892467,0.45946938
884995b8cbfffff,2017,-1.4036489,0.61343616,-1.0170296,-0.21048847,-0.715633,0.47429034,0.8128883,0.020228049
884995b8cbfffff,2018,-0.004996598,0.045550536,0.115733,0.74041605,0.042680003,0.9094565,-0.15574439,0.16913265
884995b8cbfffff,2019,0.47430336,-0.33796296,-0.30304438,0.05945672,-0.30609673,-0.07545382,0.5994337,-1.1101662
884995b8cbfffff,2020,0.7296827,-0.50277066,0.6824573,0.56003875,0.016291182,-0.4615959,0.2118511,-0.31303903
884995b8cbfffff,2021,0.6047863,-0.86596614,0.10107661,0.55610055,0.515744,-0.40326226,0.10815978,-0.82417375
884995b8cbfffff,2022,1.2456093,-0.8539953,-0.24678653,0.21390454,0.20719816,-0.11051133,-0.58132803,-0.98034495
884995b8cbfffff,2023,1.3622266,-0.08241503,-0.5152164,0.7785694,0.3387123,-2.118353,-0.81285083,-0.8848905
884995b8cbfffff,2024,1.2675798,-0.15556818,0.049461015,-0.52020985,0.21273503,-0.6836114,-0.8250254,-0.87400556
884995b8cdfffff,2016,-2.0156784,-0.36449313,1.0548193,0.5159507,-0.611522,0.08133769,1.4820704,0.8597922
884995b8cdfffff,2017,-1.5371338,0.66981703,-1.5019219,-0.6413444,-1.1484292,0.079144,0.045653593,-0.6151444
884995b8cdfffff,2018,-0.23053236,0.036345128,1.0026367,-0.5304614,0.26600778,0.38522327,-0.30511767,0.8925591
884995b8cdfffff,2019,0.6823216,0.8346375,-0.30928567,0.13486098,-0.4944168,0.11796926,-0.41212535,-0.35356978
884995b8cdfffff,2020,0.5656268,1.2767695,0.58703214,0.22362505,-0.45295882,0.60903597,1.0012729,-1.3917527
884995b8cdfffff,2021,-0.6894583,0.8528092,0.7332963,1.3617294,-0.57884854,-0.47787613,-0.5342937,0.55321956
884995b8cdfffff,2022,0.6432916,-0.41890746,0.93996996,0.8647786,-0.60877246,0.0029161572,-1.2373928,-0.024065051
884995b8cdfffff,2023,0.68711615,0.6013046,1.189183,-2.4856098,0.819192,-1.6898098,-0.4934838,0.33251336
884995b8cdfffff,2024,0.011454565,1.0045308,-0.84590524,-0.18994206,1.4470463,0.52352035,1.1211056,0.26452398
884995b8d1fffff,2016,-0.21086061,-0.199059,-1.1402384,0.6048249,0.3255355,0.4549548,0.53139174,-1.3714547
884995b8d1fffff,2017,-1.4020147,0.4150578,-0.531451,0.15887338,-0.22899161,1.4724165,0.31874415,0.5145875
884995b8d1fffff,2018,0.1767097,-0.4256247,-0.087268546,0.06497759,1.3988061,0.6844077,0.54695195,0.1458623
884995b8d1fffff,2019,0.041076377,-0.69697076,-0.652903,0.53131086,-0.69707125,0.92073387,0.64128655,0.24892779
884995b8d1fffff,2020,-0.5667544,-0.39916113,-0.5729264,-0.1438984,0.74060106,1.1444771,1.3784668,0.10821363
884995b8d1fffff,2021,-0.36109275,0.2326824,-0.5111959,-0.54128295,0.7061789,-0.24922563,0.14319512,-1.132467
884995b8d1fffff,2022,0.16164982,-0.09670447,-0.7049905,0.035581,1.1793288,-0.2015442,0.03440496,0.38715637
884995b8d1fffff,2023,-0.368224,0.2502778,0.48066273,1.010691,0.134441,-0.8586281,0.44194812,0.025130704
884995b8d1fffff,2024,0.83098453,-0.8201975,-0.021611512,-0.18839163,0.24373241,1.1608579,-0.04945709,0.40991426
884995b8d3fffff,2016,-1.1269898,-0.52666277,-0.5752538,-0.34220177,-0.6622553,-0.1728668,0.21702546,-0.39558893
884995b8d3fffff,2017,-2.1584458,0.40491453,0.2538852,1.0845915,-1.1032124,0.16907765,0.51095843,1.2068598
884995b8d3fffff,2018,0.9638739,-0.7766599,0.54178,-0.4397379,0.40465048,1.0249351,0.08650426,1.214028
884995b8d3fffff,2019,-0.6446563,-0.90758765,-0.006763626,-1.4559308,0.4938588,0.3215759,0.8067292,0.2900063
884995b8d3fffff,2020,-0.38097936,0.45559856,1.1269172,-0.60062724,-1.0606467,1.2670434,0.036682807,0.17979166
884995b8d3fffff,2021,-0.3757158,0.3164763,-0.79442805,-0.926387,-0.7317577,-0.25754145,-0.32808545,-0.19643097
884995b8d3fffff,2022,-0.25126973,-0.25141424,-0.8920696,0.6054057,-0.751281,-0.7198498,-0.28613403,-0.86228186
884995b8d3fffff,2023,-0.23588139,-0.80895424,-0.65785563,-1.033542,-1.3031174,1.4142815,-0.7541552,0.46472904
884995b8d3fffff,2024,-1.1224536,-0.76461345,0.17826666,1.0852873,-0.18922064,-0.9303007,0.47432172,0.103774846
884995b8d5fffff,2016,-0.35907498,0.2569968,1.0376672,-1.52569,-0.1825017,-1.5393425,1.504989,0.33567443
884995b8d5fffff,2017,-1.4646753,2.359114,-0.76222515,0.8159878,-0.9148772,1.743119,-0.97719085,-1.3086451
884995b8d5fffff,2018,0.6337025,-0.21345644,0.11177831,0.0009990057,0.5459044,0.11428851,0.3137036,0.60646266
884995b8d5fffff,2019,-0.02798484,-0.93683434,-1.7932718,-0.20925033,0.439963,-0.16575232,-0.8296423,0.5788257
884995b8d5fffff,2020,0.64715475,-1.1828039,-0.13814709,-0.06914651,0.0439695,0.37432873,-0.13728315,-0.3201021
884995b8d5fffff,2021,0.11944127,0.5002071,0.6622098,0.5135197,-1.5511038,-0.21848485,-1.5213104,0.1752421
884995b8d5fffff,2022,2.0422626,0.08223621,0.4599822,-0.6822959,-0.08189304,-0.39519328,-2.717283,0.37260816
884995b8d5fffff,2023,-1.2148896,-2.0279562,0.2521768,0.9858233,-0.6054991,-0.8330501,0.4519583,-0.033878975
884995b8d5fffff,2024,0.02110099,-0.47840944,-0.9154162,-0.78929406,-1.7578568,-1.242834,-0.46482906,-0.8189243
884995b8d7fffff,2016,-1.9057366,-1.0643609,0.28032562,0.7540659,0.26311788,-1.330507,0.9852284,2.7777987
884995b8d7fffff,2017,-2.2659802,0.23439695,0.043626845,2.3000026,0.6357926,2.7074249,0.20377286,1.5447787
884995b8d7fffff,2018,-2.0172143,-1.0769672,1.3833783,2.0963717,0.86907315,0.9495712,1.1584716,1.8257011
884995b8d7fffff,2019,-0.38269103,0.1064764,0.18985519,3.0730436,0.4107238,2.359699,0.41473603,0.9516972
884995b8d7fffff,2020,1.1661108,-1.3351287,1.3978127,-1.1073678,0.20254064,1.478806,0.8463105,1.590288
884995b8d7fffff,2021,-1.5201879,-1.1131545,1.8955406,0.54249626,-0.45842424,1.2451454,2.790478,0.9752109
884995b8d7fffff,2022,-1.5372247,-0.33761656,1.2357446,2.4321368,1.7256072,-0.46533749,1.8173198,-0.20749348
884995b8d7fffff,2023,-1.6046462,-1.2965727,0.26655036,1.0134485,0.45536152,1.6991452,1.3468031,0.45790312
884995b8d7fffff,2024,-1.8117119,-0.20884624,0.98771363,2.6959136,0.9645074,-0.07604139,0.91643953,0.7732419
884995b8d9fffff,2016,-1.7884203,1.1916233,-0.7075512,0.41945282,0.12863348,-0.54796106,0.08019377,-1.3740183
884995b8d9fffff,2017,-2.828414,1.9592154,-1.5853267,0.24454366,-0.048535418,0.52018374,0.22989358,-1.2086809
884995b8d9fffff,2018,-0.0018921824,-0.26801223,-0.102075085,0.08029553,0.21023262,1.3162231,-0.4338699,0.7802854
884995b8d9fffff,2019,-0.30239898,0.09103733,0.76723033,0.81677043,-0.77778715,0.15792124,-0.74145687,0.87370074
884995b8d9fffff,2020,0.94881946,0.47721425,1.0598623,-0.21251339,-0.73694056,0.0813048,-0.13181941,-0.9633225
884995b8d9fffff,2021,-0.38854048,0.954617,0.1797279,0.49604174,-1.8650415,-0.39370897,-0.65628564,-0.3210142
884995b8d9fffff,2022,1.7449527,-0.8434344,-1.3200725,-0.26912224,-0.7231069,2.0835779,-0.82605267,-1.8462311
884995b8d9fffff,2023,-0.62705195,0.15720513,-0.90259516,-0.4437052,1.7635332,-0.3527317,0.9019434,-0.27687106
884995b8d9fffff,2024,1.1526098,-0.32159173,0.6515349,0.5956789,1.2592766,-2.0238783,0.6955378,1.0411698
884995b8dbfffff,2016,-1.394751,1.315875,-2.2699137,0.102165565,-1.3622469,0.7740122,0.24055293,-1.3167799
884995b8dbfffff,2017,-1.2821398,0.17933165,-1.6586579,-1.3211162,-1.4487693,0.5903359,0.81766593,0.09633548
884995b8dbfffff,2018,-0.21174699,-0.33651763,-0.37601206,-1.7632111,-0.8615291,1.0999097,0.104073584,0.63808686
884995b8dbfffff,2019,-0.98926425,-0.37898317,0.17129362,-1.5491828,-2.3609693,1.3140674,-0.65184754,0.97302467
884995b8dbfffff,2020,-2.5979576,0.271152,-2.447047,-2.455948,-1.7786247,0.34438628,1.0245254,-1.1398119
884995b8dbfffff,2021,-2.09513,-1.001717,0.5078593,-2.8104112,-1.5997801,-1.8740702,1.4302412,0.26621094
884995b8dbfffff,2023,0.1955795,0.38704386,-2.3806136,1.2372361,-0.7264025,0.79900223,0.55128497,-3.003272
884995b8dbfffff,2024,0.98455787,-3.0208688,-0.829368,-1.6949598,-2.4508436,-1.0499272,-1.0079706,-0.954544
884995b8ddfffff,2016,-0.7560869,-0.43190554,-0.71481866,0.25890008,0.0044547543,-0.06577173,0.65550846,0.16698316
884995b8ddfffff,2017,-1.3503838,0.8185573,-1.2475923,0.11419198,0.025655499,0.8187186,0.07773158,-0.38950208
884995b8ddfffff,2018,0.162119,-0.20424807,0.19965729,0.5566103,0.50274885,0.7087607,0.08746973,0.23304124
884995b8ddfffff,2019,0.06961798,-0.3478411,0.76332444,0.19363287,0.52941436,0.34688425,0.041572552,0.2587243
884995b8ddfffff,2020,0.35061547,-0.058612287,0.57309115,-0.23901327,0.12540624,-0.37715554,-0.15984836,0.0077041104
884995b8ddfffff,2021,0.39085948,0.11804225,0.40435106,0.0410131,0.33306813,0.120072134,0.4200385,0.12102864
884995b8ddfffff,2022,0.99591976,-1.4883637,-0.05506561,0.56826675,0.54240453,-0.56482005,0.14849171,0.09003465
884995b8ddfffff,2023,0.4240511,0.009252627,-0.663381,1.0958725,0.32208842,-0.20908518,-0.28306702,-0.7200412
884995b8ddfffff,2024,0.7259018,-1.0889695,1.0767976,0.38116845,0.3728596,-0.11245177,0.70167446,-0.49816892
884995b8e1fffff,2016,-1.8741872,-0.5284845,0.2661228,-0.88023984,-1.5272216,0.5087552,3.208782,-1.2274188
884995b8e1fffff,2018,-0.12657139,-1.8871511,0.25775528,0.18622078,-0.3927986,-0.09120605,0.64796454,1.0556215
884995b8e1fffff,2020,-1.2327716,-1.7268759,0.28184977,-0.27770695,0.8173144,-1.5961715,4.433573,-2.3661623
884995b8e5fffff,2016,-1.7133564,0.39942408,0.86560863,0.64580584,-1.0455391,0.98956305,2.5109854,0.739387
884995b8e5fffff,2017,-2.280176,-1.0348191,-0.11140981,0.81561005,0.2907675,-0.16573268,3.0266595,0.4170981
884995b8e5fffff,2018,-0.049287967,-0.53962314,-0.1803198,0.89092416,0.6780727,0.08914066,0.5587939,0.05771008
884995b8e5fffff,2019,-1.2932556,0.046243396,1.5549937,1.5613534,-1.2184839,0.41156948,0.26278,1.1319028
884995b8e5fffff,2020,-0.19923058,-0.4993094,-0.33980444,1.1514957,-0.48200443,0.13192078,0.41002536,-1.0833982
884995b8e5fffff,2021,0.3682355,-1.1592457,0.27098343,-1.123404,-0.86609566,-0.06636383,0.48271313,0.5301602
884995b8e5fffff,2022,1.1086994,-2.2716532,-1.9014242,0.4190062,0.15778938,-0.34328625,-1.2562678,-0.957179
884995b8e5fffff,2023,-0.26113063,-1.6008959,-0.14775637,0.49780202,-0.17332415,-0.87530595,-0.06745316,0.09644646
884995b8e5fffff,2024,-1.077454,-0.61050296,0.7655718,-0.086225994,-0.2145798,-0.40678164,-0.033291157,0.99651843
884995b8e7fffff,2016,-1.8690654,-0.22078699,-0.8804925,0.3393426,-0.025241682,-0.31467193,1.6645622,-0.62742597
884995b8e7fffff,2017,-1.2417934,-1.0668288,-0.49309903,0.08820914,-0.36424625,-1.1386746,0.89480597,-0.16912927
884995b8e7fffff,2018,-0.9326365,-0.83626115,0.43136927,0.40882963,-0.047109418,-0.72568023,0.46339688,0.8200731
884995b8e7fffff,2019,-1.8741882,-1.1805692,1.3853532,0.31560808,-1.0182998,-0.25080058,2.5576885,0.4984869
884995b8e7fffff,2020,0.8103211,-1.1294159,0.18800032,-0.6805964,-0.26146027,0.59926176,-0.17879874,1.1339885
884995b8e7fffff,2021,0.43795788,-0.40257716,0.47425753,-0.19099212,-0.18937038,0.808836,1.0196815,0.79469615
884995b8e7fffff,2022,-0.7636372,1.0859449,-1.1718265,0.36475185,-0.07072664,0.011434718,1.2028149,-2.1434953
884995b8e7fffff,2023,-0.7288014,-0.10279204,-0.6856647,-0.4787099,0.66502625,0.90699023,0.57577777,-0.29314232
884995b8e7fffff,2024,-0.2332071,0.3972764,-1.3131921,-0.14567497,-1.22863,0.82915676,0.8053208,-0.053567454
884995b8e9fffff,2016,-0.9819607,-0.25119662,1.7749006,0.8139723,-0.7154549,-0.6437839,2.1255472,0.39954022
884995b8e9fffff,2017,-2.8287823,-1.9764159,0.5730668,2.0451877,0.122052066,-0.44334722,3.5897686,1.2654558
884995b8e9fffff,2018,0.09285626,0.9049921,1.2486858,1.4107563,-0.58058107,0.2418671,0.094917655,-0.394596
884995b8e9fffff,2019,-1.6561571,-0.44165567,-0.27392754,4.217631,-0.87325925,1.5483543,1.3077115,-0.0098632835
884995b8e9fffff,2020,-0.95099235,-0.9670231,1.2858064,2.1707885,-1.0808295,-1.0319446,2.512608,-1.2874322
884995b8e9fffff,2021,-0.66147935,-1.0904303,0.7022782,-1.0525441,2.1309369,-1.7389183,3.9710069,-1.0718809
884995b8ebfffff,2016,-1.634424,0.6824438,-1.1992072,1.4638047,-1.6691544,-0.22225815,-1.1750191,1.9377248
884995b8ebfffff,2017,-3.788624,-0.6921466,0.58883715,0.28038618,-1.4408808,-1.7005075,1.8004984,1.0986289
884995b8ebfffff,2018,-0.564774,-0.49909738,0.5126574,0.5778196,0.71196175,-0.47245908,0.5547613,0.931883
884995b8ebfffff,2019,0.6645368,-2.0315986,0.39347997,2.2877336,-2.3680747,0.27575868,-1.0959914,-0.24760148
884995b8ebfffff,2020,1.4156933,0.38104233,0.96237725,0.18448897,-2.197805,-0.4322218,0.064813256,-0.622348
884995b8ebfffff,2021,1.7255577,0.59275883,1.5389423,0.9333263,-0.33288464,0.03756922,-0.3343958,-0.36633542
884995b8ebfffff,2022,-1.1760519,-0.4809076,-0.3778353,1.0974195,0.13340946,-2.1491966,-0.02853704,2.585493
884995b8ebfffff,2023,2.3676603,-0.25310457,0.9823157,0.303173,0.9249006,-0.935502,-0.078396,1.4554439
884995b8edfffff,2016,-1.5423925,-0.9195534,0.8774225,0.18066007,-1.3578329,0.44853824,0.2638363,0.61795557
884995b8edfffff,2017,-0.07360506,0.24026823,-0.74340665,1.0210345,-1.5774404,1.172848,0.76788276,-1.9492288
884995b8edfffff,2018,-1.1204764,-1.4855556,0.6800464,-0.8592841,1.9289535,-1.2387971,1.6890992,0.5491993
884995b8edfffff,2019,-1.0299362,-1.5760932,-0.5234546,1.6625614,0.06265036,0.8794918,2.3998764,-1.2249827
884995b8edfffff,2020,0.09841752,-0.008823974,0.58703274,0.6233088,-0.26969373,-0.399425,2.357656,0.32254145
884995b8edfffff,2021,-1.2647766,0.72417635,0.03036426,0.22318861,-0.93753564,0.94725096,0.49649885,-0.6596128
884995b8edfffff,2022,-1.1467267,-2.279555,0.6243571,1.9358288,-2.2303562,0.09005126,1.2193776,0.79818743
884995b8edfffff,2023,-1.1560272,-0.04310673,-0.6924585,0.48430568,-0.44755006,0.5876253,1.0730138,0.8490746
884995b8edfffff,2024,-2.146358,0.044093296,0.18810396,0.37358177,-1.4447086,-0.6076833,1.4421206,-0.5511695
884995b903fffff,2016,-0.9270952,2.392573,-0.4369718,-0.05503228,-0.18148829,-0.70586926,-0.56570995,-0.21758719
884995b903fffff,2017,-0.2727825,0.19153984,0.45295554,0.44208404,0.14062233,0.37523764,0.532721,-0.7889178
884995b903fffff,2018,-0.54066086,1.3064387,0.720719,-0.21250072,0.9983426,0.71822,-0.45304233,0.8170048
884995b903fffff,2019,0.36086753,-0.3128878,0.5883687,-0.00077982456,0.33445436,-0.023617057,0.22034435,0.48775598
884995b903fffff,2020,-0.4867715,1.4174712,-0.5647194,-0.20712027,1.006535,0.74416035,-0.653407,0.8008431
884995b903fffff,2021,0.35901484,0.86589646,1.6983417,0.05567996,0.54902357,-0.26617444,0.5022464,0.6378085
884995b903fffff,2022,0.44288412,0.41515177,1.0225742,-0.9185976,0.5148715,-0.29808152,-0.8519997,0.47813356
884995b903fffff,2023,0.23105541,0.19844246,1.3366477,-1.2615799,0.55310607,1.3176234,-0.044392057,1.0669297
884995b903fffff,2024,0.35935172,0.7856863,1.2281977,-0.01046474,0.37874812,0.28076,0.2496983,0.37012467
884995b905fffff,2017,-3.4785101,2.6222682,0.32169026,0.22662869,-0.153057,-1.8998401,1.203009,-0.1279288
884995b905fffff,2018,0.7301959,0.19352384,-0.53176546,0.29466897,0.63430357,0.7169324,-0.5638506,0.31920463
884995b905fffff,2019,1.006766,-1.7076664,-1.3149933,-0.85650593,0.65591717,0.77224606,0.8524864,0.53736424
884995b905fffff,2020,-0.9825382,-0.31499925,-0.51157373,1.399378,-0.5450803,-0.8083493,1.0363301,0.76916146
884995b905fffff,2021,-1.0607427,0.18997067,-1.3538655,1.447205,-0.53854835,-0.99400306,0.7075333,-0.8224635
884995b905fffff,2024,-0.46471888,-1.7620999,-0.36461258,1.117538,-0.8234364,-0.10707368,0.7366636,0.59272736
884995b907fffff,2016,-1.9314167,1.3253524,-1.481818,-0.34730458,-2.4239106,-1.3149244,-0.5510168,-1.6046972
884995b907fffff,2017,0.1691327,0.5079161,-1.2774124,-0.48156223,1.0446204,0.02420213,1.0636239,-0.37810406
884995b907fffff,2018,0.5278102,0.5497626,1.1168303,-1.0161242,0.5561321,-0.24029446,0.38101614,0.15052387
884995b907fffff,2019,-0.2413198,0.4385291,0.6275795,0.46599483,0.39639378,-0.24413088,-0.067067996,0.4015819
884995b907fffff,2020,-0.40050593,0.7411431,0.76221186,-1.4577945,-0.010471782,-0.004243159,-0.36430988,1.7724342
884995b907fffff,2021,-0.05738373,2.2225866,1.5857936,-0.8008418,0.02513724,-0.45875013,-1.1154997,1.1813598
884995b907fffff,2022,1.0146692,-0.9594881,1.6564316,-2.0871804,-1.1807723,-1.1128384,-0.6941193,1.5979294
884995b907fffff,2023,0.12100517,-0.7763753,0.64920217,-0.20610833,0.21111792,-0.7298093,0.327319,0.5845892
884995b907fffff,2024,0.28266627,1.3081794,-0.07213823,-0.7254432,1.8062804,0.18245855,0.06255029,-0.5776447
884995b909fffff,2016,-0.8949362,0.25578827,-0.86750776,0.3706395,0.3614382,0.90889245,-0.77986777,1.0500757
884995b909fffff,2017,0.48824865,0.96772146,1.2796953,1.2458419,-0.7493654,0.2733839,0.31741905,0.07012775
884995b909fffff,2018,0.70978165,0.4971992,0.64943886,-0.42973465,-0.4083977,0.44118023,-0.32799888,1.5935705
884995b909fffff,2019,-0.7086326,0.1822783,-0.030874973,1.4866847,1.4908651,1.394451,1.2998799,-0.45039713
884995b909fffff,2020,-0.24465242,-0.85933876,0.09768459,0.2515006,0.9687446,1.6965089,-1.0146168,1.5575533
884995b909fffff,2021,-0.71132493,1.1322883,-1.0824621,0.66607577,1.3756216,0.57948756,-1.676863,0.08881651
884995b909fffff,2022,-2.3521569,-0.05793482,0.44308805,2.0276437,0.07989436,0.39474007,1.3682516,0.28645754
884995b909fffff,2023,-0.5712011,-0.98629856,-0.90131927,-0.1566164,2.325049,-0.3944556,2.1640925,-0.3792146
884995b909fffff,2024,-0.83372915,-0.24577637,0.57669353,0.55736834,-1.9914658,2.3122087,-2.7128322,2.4619532
884995b90bfffff,2016,0.22119486,1.7073513,-0.16432239,1.567832,0.17246865,-2.9504597,-0.9161487,-1.6900891
884995b90bfffff,2017,0.09187448,2.2464051,0.08649942,-3.1516001,-1.9739884,-3.450827,-1.3696014,-0.18634108
884995b90bfffff,2018,-0.76726323,0.9638465,-0.6799324,0.2981687,-0.64809054,0.90990734,-0.09185658,-0.1643779
884995b90bfffff,2019,-0.5226805,0.6322975,-0.23665114,-0.16411367,0.8543814,-0.20403019,0.36912465,-0.40011734
884995b90bfffff,2020,0.652822,-0.23129895,-1.1605638,-0.7120767,-0.18457887,-0.22982863,-0.32662162,-1.5124983
884995b90bfffff,2021,1.7066408,-0.04433514,1.3356981,-1.9397447,-1.3002813,-1.812596,2.362427,-0.39671984
884995b90bfffff,2022,0.49112043,1.3766885,-0.16343813,-0.5004431,-0.029911103,-0.2209945,-0.2593762,0.12379698
884995b90bfffff,2023,0.9141741,2.1088295,1.4283185,-0.1484275,-0.4566525,-0.5347412,-1.1837122,1.1472392
884995b90dfffff,2016,0.33245862,0.19164753,-0.03642208,-1.1565338,-2.204556,-1.414556,-1.2445643,-0.20074469
884995b90dfffff,2017,-0.5302653,2.077674,-0.7266488,1.6963111,-0.09173419,-0.53888404,0.32919043,-0.91212684
884995b90dfffff,2018,-0.6218248,-0.30115053,0.021883205,-0.6373678,-0.7123766,1.7535806,-0.23706955,0.3162123
884995b90dfffff,2019,-1.1358182,0.7194845,-0.5234012,1.8094134,0.123696804,1.6467713,-0.32188377,-0.6637231
884995b90dfffff,2020,0.5191148,0.39146605,-0.21542308,-0.110657096,-0.28396115,0.17635797,-0.11390687,-0.14392528
884995b90dfffff,2021,-0.7085344,-0.10967755,0.71760136,0.8816083,1.0238807,-1.3239485,-0.33549634,0.052809257
884995b90dfffff,2022,0.6900107,0.17087087,-0.4861216,-0.46064135,1.0143242,-1.217075,-0.28932157,0.40149957
884995b90dfffff,2023,-0.23151131,1.7727529,-0.6347728,-1.0656381,1.0027963,-0.9804712,-1.9216449,1.9418195
884995b90dfffff,2024,-2.1785655,3.0118167,1.6592652,2.0484521,1.1015519,-0.3342037,0.5945231,0.284666
884995b911fffff,2016,-0.872163,0.39759403,-0.4210865,0.4798991,-1.2992088,1.1805115,0.07790834,0.35637024
884995b911fffff,2017,-1.4909849,0.5117217,-1.4394565,0.0956113,-0.36811283,0.2986199,0.521144,-0.8505408
884995b911fffff,2018,-0.6847387,-0.25877577,0.31878477,0.106667444,0.86471325,0.62383825,0.5561257,0.33167672
884995b911fffff,2019,-0.033848267,-0.116993524,-0.7984668,0.48415533,-0.3310965,0.33403876,0.24295966,-0.23392506
884995b911fffff,2020,-0.8287334,-0.06114957,-0.41921642,-0.4738761,-0.9791217,1.2890747,0.4305096,0.2221243
884995b911fffff,2021,-0.56456506,0.36686698,0.12405102,0.45583302,-1.1508309,-0.48155016,-0.2756445,0.5464748
