h3_8,año_hecho,cluster_km_ae,cluster_km_ae_cos,cluster_km_pca,cluster_km_raw,cluster_hdbscan
8849958ea5fffff,2021,3,4,2,2,56
8849958ea5fffff,2022,3,0,2,2,2
8849958ea5fffff,2023,3,3,0,0,42
8849958ea5fffff,2024,1,0,0,0,-1
8849958ea7fffff,2016,2,3,2,2,-1
8849958ea7fffff,2017,2,3,4,1,-1
8849958ea7fffff,2018,3,3,2,2,-1
8849958ea7fffff,2019,1,4,2,2,2
8849958ea7fffff,2020,1,4,2,2,2
8849958ea7fffff,2021,4,0,1,4,19
8849958ea7fffff,2022,2,3,1,4,32
8849958ea7fffff,2023,3,1,0,0,-1
8849958ea7fffff,2024,3,1,1,4,56
8849958ea9fffff,2016,1,4,2,2,53
8849958ea9fffff,2017,1,2,4,1,-1
8849958ea9fffff,2018,1,4,0,0,25
8849958ea9fffff,2019,1,4,2,2,-1
8849958ea9fffff,2020,3,1,2,2,-1
8849958ea9fffff,2021,1,0,2,2,2
8849958ea9fffff,2022,2,3,2,2,40
8849958ea9fffff,2023,3,0,2,2,17
8849958ea9fffff,2024,2,3,2,2,53
8849958eabfffff,2016,2,3,0,0,37
8849958eabfffff,2017,1,3,2,2,4
8849958eabfffff,2018,2,3,0,0,-1
8849958eabfffff,2019,1,4,2,2,3
8849958eabfffff,2020,1,3,0,0,-1
8849958eabfffff,2021,1,4,2,2,2
8849958eabfffff,2022,2,3,2,0,32
8849958eabfffff,2023,4,0,1,4,17
8849958eabfffff,2024,2,3,0,0,36
8849958eadfffff,2017,2,2,4,1,25
8849958eadfffff,2018,1,0,0,4,-1
8849958eadfffff,2019,3,1,2,2,56
8849958eadfffff,2020,3,1,4,1,47
8849958eadfffff,2021,3,1,0,1,-1
8849958eadfffff,2022,1,0,1,4,-1
8849958eadfffff,2024,2,3,1,4,36
8849958eb1fffff,2016,0,2,4,1,68
8849958eb1fffff,2017,0,2,4,1,-1
8849958eb1fffff,2018,0,2,4,1,-1
8849958eb1fffff,2019,1,4,0,0,51
8849958eb1fffff,2020,1,4,2,0,4
8849958eb1fffff,2021,3,1,0,0,-1
8849958eb1fffff,2022,2,3,2,2,31
8849958eb1fffff,2023,2,3,1,4,-1
8849958eb1fffff,2024,3,0,1,4,18
8849958eb3fffff,2016,0,2,4,1,29
8849958eb3fffff,2017,0,2,4,1,70
8849958eb3fffff,2018,0,2,4,1,-1
8849958eb3fffff,2019,0,2,4,1,69
8849958eb3fffff,2020,0,1,4,1,24
8849958eb3fffff,2021,0,2,4,1,68
8849958eb3fffff,2022,1,4,2,2,-1
8849958eb3fffff,2023,0,2,1,4,-1
8849958eb3fffff,2024,1,3,4,1,-1
8849958eb5fffff,2016,1,4,0,0,-1
8849958eb5fffff,2017,2,3,0,0,32
8849958eb5fffff,2018,1,3,0,0,31
8849958eb5fffff,2019,2,3,0,0,-1
8849958eb5fffff,2020,2,3,0,0,53
8849958eb5fffff,2021,3,0,0,0,-1
8849958eb5fffff,2022,2,3,0,0,32
8849958eb5fffff,2023,2,3,4,1,52
8849958eb5fffff,2024,2,3,2,0,30
8849958eb7fffff,2016,2,3,4,1,34
8849958eb7fffff,2017,2,3,4,1,-1
8849958eb7fffff,2018,2,3,0,0,-1
8849958eb7fffff,2019,2,3,0,0,37
8849958eb7fffff,2020,3,1,4,1,60
8849958eb7fffff,2021,3,1,0,0,61
8849958eb7fffff,2022,2,3,0,0,32
8849958eb7fffff,2023,2,3,0,0,-1
8849958eb7fffff,2024,0,1,4,1,-1
8849958eb9fffff,2016,4,2,1,4,-1
8849958eb9fffff,2017,0,2,4,1,-1
8849958eb9fffff,2018,1,4,0,0,71
8849958eb9fffff,2019,1,2,4,1,-1
8849958eb9fffff,2020,3,1,0,1,60
8849958eb9fffff,2021,3,1,4,1,-1
8849958eb9fffff,2022,1,0,2,2,2
8849958eb9fffff,2023,2,3,0,0,39
8849958eb9fffff,2024,0,2,4,1,-1
8849958ebbfffff,2016,0,2,4,1,68
8849958ebbfffff,2017,0,1,4,1,47
8849958ebbfffff,2018,3,1,0,0,67
8849958ebbfffff,2019,3,1,0,0,67
8849958ebbfffff,2020,3,1,0,2,-1
8849958ebbfffff,2021,3,1,0,0,-1
8849958ebbfffff,2022,2,1,0,0,-1
8849958ebbfffff,2023,0,2,4,1,-1
8849958ebbfffff,2024,0,2,4,1,-1
8849958ebdfffff,2018,3,1,0,2,-1
8849958ebdfffff,2019,2,3,0,0,37
8849958ebdfffff,2020,0,2,1,4,70
8849958ec1fffff,2016,0,2,4,4,38
8849958ec1fffff,2017,4,2,4,1,5
8849958ec1fffff,2018,1,4,0,0,64
8849958ec1fffff,2019,2,3,2,0,-1
8849958ec1fffff,2020,3,1,0,0,56
8849958ec1fffff,2021,3,1,0,0,-1
8849958ec1fffff,2022,2,3,0,0,-1
8849958ec1fffff,2023,2,3,0,0,32
8849958ec1fffff,2024,2,3,2,0,33
8849958ec3fffff,2016,0,2,2,1,-1
8849958ec3fffff,2017,0,2,4,1,56
8849958ec3fffff,2018,3,1,0,0,61
8849958ec3fffff,2019,3,0,2,2,23
8849958ec3fffff,2020,2,3,2,0,-1
8849958ec3fffff,2021,3,1,0,0,47
8849958ec3fffff,2022,2,3,0,0,-1
8849958ec3fffff,2023,0,1,4,1,47
8849958ec3fffff,2024,2,3,2,2,40
8849958ec5fffff,2016,0,2,4,1,73
8849958ec5fffff,2017,2,3,0,0,-1
8849958ec5fffff,2018,3,4,0,0,-1
8849958ec5fffff,2019,3,1,0,0,63
8849958ec5fffff,2020,3,1,2,2,67
8849958ec5fffff,2021,3,1,0,0,59
8849958ec5fffff,2022,2,3,0,0,32
8849958ec5fffff,2023,2,0,1,4,21
8849958ec5fffff,2024,3,0,1,4,18
8849958ec7fffff,2016,0,2,4,1,70
8849958ec7fffff,2017,1,4,2,0,30
8849958ec7fffff,2018,2,3,2,0,-1
8849958ec7fffff,2019,1,4,2,2,2
8849958ec7fffff,2020,3,4,2,2,56
8849958ec7fffff,2021,4,0,2,2,17
8849958ec7fffff,2022,2,3,0,0,32
8849958ec7fffff,2023,2,3,0,0,32
8849958ec7fffff,2024,3,1,0,4,39
8849958ec9fffff,2016,2,3,0,0,32
8849958ec9fffff,2017,2,3,2,2,-1
8849958ec9fffff,2018,1,4,0,0,52
8849958ec9fffff,2019,2,3,0,0,37
8849958ec9fffff,2020,2,3,0,0,40
8849958ec9fffff,2021,2,3,0,0,-1
8849958ec9fffff,2022,2,3,0,0,34
8849958ec9fffff,2023,2,3,4,1,-1
8849958ec9fffff,2024,2,3,2,0,34
8849958ecbfffff,2016,1,4,2,2,-1
8849958ecbfffff,2017,0,2,4,1,-1
8849958ecbfffff,2018,1,4,0,0,64
8849958ecbfffff,2019,1,0,2,2,1
8849958ecbfffff,2020,1,4,2,2,53
8849958ecbfffff,2021,1,0,1,4,-1
8849958ecbfffff,2022,4,0,2,2,17
8849958ecbfffff,2023,2,0,1,0,-1
8849958ecbfffff,2024,1,4,2,0,-1
8849958ecdfffff,2016,0,2,4,1,65
8849958ecdfffff,2017,2,3,2,2,-1
8849958ecdfffff,2018,1,4,2,0,51
8849958ecdfffff,2019,2,3,2,1,31
8849958ecdfffff,2020,2,0,1,4,-1
8849958ecdfffff,2021,1,0,2,2,64
8849958ecdfffff,2022,4,0,1,4,19
8849958ecdfffff,2023,1,0,1,4,-1
8849958ecdfffff,2024,3,3,0,4,-1
8849958ed3fffff,2016,0,2,4,1,-1
8849958ed3fffff,2017,0,2,4,1,70
8849958ed3fffff,2018,2,3,0,0,-1
8849958ed3fffff,2019,1,4,2,2,2
8849958ed3fffff,2020,2,0,1,4,31
8849958ed3fffff,2021,4,0,2,4,19
8849958ed3fffff,2022,3,1,0,1,66
8849958ed3fffff,2023,0,2,4,1,56
8849958ed3fffff,2024,3,4,1,4,71
8849958ed5fffff,2016,4,2,4,1,5
8849958ed5fffff,2017,0,2,4,1,-1
8849958ed5fffff,2018,3,1,0,4,56
8849958ed5fffff,2019,0,2,2,2,2
8849958ed5fffff,2020,1,4,2,2,2
8849958ed5fffff,2021,1,3,2,2,-1
8849958ed5fffff,2022,1,4,2,2,2
8849958ed7fffff,2016,2,3,2,2,25
8849958ed7fffff,2017,2,3,2,2,-1
8849958ed7fffff,2018,2,3,0,0,-1
8849958ed7fffff,2019,2,3,0,0,37
8849958ed7fffff,2020,0,2,2,2,-1
8849958ed7fffff,2021,2,0,2,0,-1
8849958ed7fffff,2022,3,1,1,4,24
8849958ed7fffff,2023,2,0,4,1,-1
8849958ed7fffff,2024,1,4,1,4,4
8849958ed9fffff,2016,0,2,1,4,16
8849958ed9fffff,2017,0,2,2,2,-1
8849958ed9fffff,2018,3,1,4,1,47
8849958ed9fffff,2019,3,1,2,2,47
8849958ed9fffff,2020,3,1,0,1,47
8849958ed9fffff,2021,3,0,1,4,-1
8849958ed9fffff,2022,1,4,2,2,2
8849958ed9fffff,2023,0,2,4,1,56
8849958edbfffff,2016,0,2,4,1,-1
8849958edbfffff,2017,0,2,1,1,-1
8849958edbfffff,2018,1,0,2,2,-1
8849958edbfffff,2019,1,0,1,4,72
8849958edbfffff,2020,3,0,1,4,18
8849958edbfffff,2021,4,0,1,4,38
8849958edbfffff,2022,0,2,4,1,-1
8849958edbfffff,2023,4,2,4,1,-1
8849958edbfffff,2024,0,1,1,4,27
8849958eddfffff,2016,0,2,1,4,72
8849958eddfffff,2018,2,3,0,0,-1
8849958eddfffff,2019,3,0,1,4,-1
8849958eddfffff,2020,1,0,1,4,-1
8849958eddfffff,2021,3,4,2,2,2
8849958eddfffff,2022,3,1,2,2,24
8849958ee1fffff,2016,2,3,0,0,32
8849958ee1fffff,2017,2,3,0,0,32
8849958ee1fffff,2018,2,3,0,0,32
8849958ee1fffff,2019,3,1,0,0,-1
8849958ee1fffff,2020,3,1,4,1,47
8849958ee1fffff,2021,3,0,0,0,-1
8849958ee1fffff,2022,2,0,1,4,32
8849958ee1fffff,2023,2,0,1,4,32
8849958ee1fffff,2024,2,3,2,2,-1
8849958ee3fffff,2016,0,2,4,1,27
8849958ee3fffff,2017,4,0,4,1,-1
8849958ee3fffff,2018,2,3,0,0,51
8849958ee3fffff,2019,0,2,4,1,73
8849958ee3fffff,2020,0,1,4,1,60
8849958ee3fffff,2021,0,2,4,1,5
8849958ee3fffff,2022,3,1,4,1,47
8849958ee3fffff,2023,2,3,1,4,37
8849958ee3fffff,2024,3,1,1,4,6
8849958ee5fffff,2016,2,3,0,0,-1
8849958ee5fffff,2017,3,1,0,0,-1
8849958ee5fffff,2018,1,4,0,0,-1
8849958ee5fffff,2019,2,3,0,0,32
8849958ee5fffff,2020,2,3,0,0,32
8849958ee5fffff,2021,4,0,2,2,19
8849958ee5fffff,2022,2,3,0,0,33
8849958ee5fffff,2023,2,3,0,0,-1
8849958ee5fffff,2024,2,0,0,0,-1
8849958ee7fffff,2016,2,3,0,0,-1
8849958ee7fffff,2017,0,2,4,1,74
8849958ee7fffff,2018,3,3,0,0,-1
8849958ee7fffff,2019,3,1,0,0,-1
8849958ee7fffff,2020,4,1,4,1,46
8849958ee7fffff,2021,3,1,0,0,54
8849958ee7fffff,2022,2,3,0,0,32
8849958ee7fffff,2023,3,0,1,4,20
8849958ee7fffff,2024,2,3,2,2,30
8849958ee9fffff,2016,0,2,4,1,29
8849958ee9fffff,2017,0,2,4,1,73
8849958ee9fffff,2018,3,4,0,0,-1
8849958ee9fffff,2019,3,1,2,2,54
8849958ee9fffff,2020,0,4,2,2,56
8849958ee9fffff,2021,1,4,2,2,-1
8849958ee9fffff,2022,3,1,2,2,55
8849958ee9fffff,2023,1,2,2,2,-1
8849958ee9fffff,2024,3,0,1,4,-1
8849958eebfffff,2016,0,2,4,1,70
8849958eebfffff,2017,3,1,0,0,67
8849958eebfffff,2018,3,3,0,0,-1
8849958eebfffff,2019,2,3,0,0,32
8849958eebfffff,2020,3,3,0,0,41
8849958eebfffff,2021,2,3,0,0,-1
8849958eebfffff,2022,3,3,0,0,-1
8849958eebfffff,2023,3,0,1,4,18
8849958eebfffff,2024,4,0,1,4,12
8849958eedfffff,2016,0,2,4,1,-1
8849958eedfffff,2017,0,2,4,1,57
8849958eedfffff,2018,3,4,0,0,66
8849958eedfffff,2019,3,1,0,0,-1
8849958eedfffff,2020,4,0,0,1,17
8849958eedfffff,2021,1,4,2,2,-1
8849958eedfffff,2022,3,0,0,0,51
8849958eedfffff,2023,1,4,0,0,-1
8849958eedfffff,2024,1,4,2,2,-1
8849958f01fffff,2018,3,1,2,2,-1
8849958f01fffff,2021,4,2,4,1,15
8849958f01fffff,2023,3,1,4,1,60
8849958f01fffff,2024,0,1,4,1,24
8849958f07fffff,2017,0,2,4,1,47
8849958f07fffff,2018,0,1,4,1,47
8849958f07fffff,2019,2,3,2,2,34
8849958f07fffff,2020,0,2,1,4,-1
8849958f07fffff,2021,2,3,2,2,4
8849958f07fffff,2022,2,3,2,2,-1
8849958f07fffff,2024,2,3,4,1,-1
8849958f3bfffff,2016,1,0,2,2,2
8849958f3bfffff,2017,0,2,4,1,27
8849958f3bfffff,2018,1,4,2,2,-1
8849958f3bfffff,2019,0,2,4,1,27
8849958f3bfffff,2020,0,2,4,1,50
8849958f3bfffff,2021,2,3,2,0,26
8849958f3bfffff,2022,1,3,2,2,-1
8849958f3bfffff,2024,1,2,1,4,0
8849958f59fffff,2018,3,1,4,1,56
8849958f59fffff,2020,4,1,4,1,-1
8849958f59fffff,2023,3,1,1,4,27
8849958f5bfffff,2018,4,0,2,2,13
8849958f5bfffff,2019,1,4,2,2,24
8849958f5bfffff,2020,4,0,1,4,14
8849958f5bfffff,2021,4,0,0,4,15
8849958f5bfffff,2022,2,3,1,4,-1
8849958f5bfffff,2023,4,0,2,2,13
88499595a3fffff,2018,0,2,1,4,56
88499595a3fffff,2019,0,2,2,2,56
88499595a3fffff,2020,0,2,1,4,-1
88499595a3fffff,2021,3,1,0,0,66
88499595a3fffff,2022,3,1,1,4,18
88499595a3fffff,2023,1,0,1,4,53
88499595a3fffff,2024,0,2,1,4,-1
88499595abfffff,2020,4,2,1,4,65
88499595abfffff,2022,0,2,4,1,62
88499595abfffff,2023,3,0,1,4,20
88499595abfffff,2024,2,3,4,1,25
88499595bdfffff,2016,0,2,4,1,6
88499595bdfffff,2017,0,2,4,1,-1
88499595bdfffff,2018,1,0,1,4,53
88499595bdfffff,2019,0,0,1,4,-1
88499595bdfffff,2020,4,2,1,4,5
88499595bdfffff,2021,4,0,1,4,19
88499595bdfffff,2022,0,2,4,1,-1
88499595bdfffff,2023,0,2,4,1,70
88499595bdfffff,2024,1,0,1,4,-1
884995a365fffff,2016,0,2,4,1,16
884995a365fffff,2017,4,2,4,1,5
884995a365fffff,2018,0,2,4,1,70
884995a365fffff,2019,1,4,2,2,2
884995a365fffff,2020,2,2,4,1,33
884995a365fffff,2021,3,1,2,2,-1
884995a365fffff,2023,3,4,2,2,61
884995a365fffff,2024,3,1,0,1,24
884995a36dfffff,2016,0,2,4,1,5
884995a36dfffff,2017,3,1,2,2,47
884995a36dfffff,2018,3,3,2,2,41
884995a36dfffff,2019,3,1,4,1,47
884995a36dfffff,2020,1,4,2,2,60
884995a36dfffff,2021,0,1,2,2,-1
884995a36dfffff,2022,3,1,0,0,55
884995a36dfffff,2023,3,1,0,0,-1
884995a36dfffff,2024,3,1,1,4,-1
884995aa05fffff,2016,4,0,1,4,38
884995aa05fffff,2017,0,2,4,1,60
884995aa05fffff,2018,2,3,2,2,44
884995aa05fffff,2019,4,0,2,2,13
884995aa05fffff,2020,1,4,2,2,2
884995aa05fffff,2021,1,0,2,2,-1
884995aa05fffff,2022,2,3,1,4,-1
884995aa05fffff,2023,1,2,4,1,50
884995aa05fffff,2024,4,1,1,4,-1
884995aa09fffff,2016,2,3,0,0,33
884995aa09fffff,2017,0,2,4,2,-1
884995aa09fffff,2018,1,0,2,2,3
884995aa09fffff,2019,3,1,1,4,24
884995aa09fffff,2020,1,4,2,2,2
884995aa09fffff,2021,1,4,2,2,2
884995aa0dfffff,2016,1,0,2,2,-1
884995aa0dfffff,2017,0,2,2,2,-1
884995aa0dfffff,2018,1,4,2,2,64
884995aa0dfffff,2019,1,2,4,1,-1
884995aa0dfffff,2020,1,4,2,2,-1
884995aa0dfffff,2021,1,0,1,4,-1
884995aa0dfffff,2022,0,2,1,4,-1
884995aa0dfffff,2023,4,0,1,4,12
884995aa29fffff,2016,2,3,2,0,57
884995aa29fffff,2017,4,0,2,2,13
884995aa29fffff,2018,1,4,2,2,1
884995aa29fffff,2019,1,4,2,2,-1
884995aa29fffff,2020,3,0,2,2,-1
884995aa29fffff,2021,1,3,2,2,41
884995aa29fffff,2022,4,0,1,4,22
884995aa29fffff,2023,0,2,1,4,68
884995aa29fffff,2024,4,0,1,4,5
884995aa2bfffff,2016,3,0,1,4,-1
884995aa2bfffff,2018,1,4,2,2,-1
884995aa2bfffff,2019,1,4,1,4,53
884995aa2bfffff,2020,0,0,1,4,-1
884995aa2bfffff,2023,0,2,2,2,56
884995aa2bfffff,2024,0,1,4,1,56
884995aa41fffff,2016,3,0,1,4,-1
884995aa41fffff,2017,3,1,4,1,47
884995aa41fffff,2018,1,0,2,2,53
884995aa41fffff,2019,4,0,1,4,38
884995aa41fffff,2020,3,1,2,2,55
884995aa41fffff,2021,1,4,1,4,4
884995aa41fffff,2022,3,1,1,4,-1
884995aa41fffff,2023,0,2,4,1,-1
884995aa41fffff,2024,0,2,1,4,27
884995aa43fffff,2017,1,4,2,2,-1
884995aa43fffff,2018,1,2,4,1,28
884995aa43fffff,2021,1,4,2,2,-1
884995aa43fffff,2023,0,2,1,4,27
884995aa45fffff,2016,0,2,2,2,-1
884995aa45fffff,2017,1,4,2,2,-1
884995aa45fffff,2018,1,4,1,4,72
884995aa45fffff,2019,1,4,2,2,1
884995aa45fffff,2020,0,2,1,4,0
884995aa45fffff,2021,0,2,1,4,0
884995aa45fffff,2022,1,0,1,4,-1
884995aa45fffff,2023,3,0,1,4,-1
884995aa45fffff,2024,2,3,4,1,-1
884995aa47fffff,2016,3,1,0,4,-1
884995aa47fffff,2017,1,4,2,2,2
884995aa47fffff,2018,1,4,0,0,-1
884995aa47fffff,2019,0,2,4,1,50
884995aa47fffff,2020,1,0,2,2,52
884995aa47fffff,2021,1,4,4,1,4
884995aa47fffff,2022,0,2,1,4,70
884995aa47fffff,2023,3,0,1,4,18
884995aa47fffff,2024,4,0,1,4,52
884995aa49fffff,2016,0,1,4,1,47
884995aa49fffff,2017,0,2,4,1,29
884995aa49fffff,2018,3,1,4,1,60
884995aa49fffff,2021,0,2,4,1,-1
884995aa49fffff,2024,0,2,4,1,-1
884995aa4dfffff,2016,3,4,1,4,38
884995aa4dfffff,2017,1,2,4,1,-1
884995aa4dfffff,2018,1,4,2,2,53
884995aa4dfffff,2019,0,2,4,1,-1
884995aa4dfffff,2020,4,3,2,2,42
884995aa4dfffff,2021,4,1,1,4,12
884995aa4dfffff,2022,0,0,1,4,-1
884995aa4dfffff,2023,0,0,1,4,0
884995aa4dfffff,2024,0,2,4,1,49
884995aa61fffff,2016,1,0,2,2,2
884995aa61fffff,2017,3,4,2,2,56
884995aa61fffff,2018,1,4,2,4,-1
884995aa61fffff,2019,1,4,2,2,2
884995aa61fffff,2020,1,4,1,4,-1
884995aa61fffff,2021,1,0,1,4,-1
884995aa61fffff,2022,0,2,1,4,38
884995aa61fffff,2023,0,0,1,4,38
884995aa61fffff,2024,0,2,1,4,65
884995aa63fffff,2016,3,1,2,2,67
884995aa63fffff,2017,1,4,2,2,-1
884995aa63fffff,2018,1,4,2,2,1
884995aa63fffff,2019,1,4,2,2,65
884995aa63fffff,2020,1,4,0,2,-1
884995aa63fffff,2021,3,1,0,0,55
884995aa63fffff,2022,1,4,2,2,2
884995aa63fffff,2023,0,2,4,1,62
884995aa63fffff,2024,0,2,1,4,65
884995aa67fffff,2016,1,4,2,2,2
884995aa67fffff,2017,4,0,2,2,17
884995aa67fffff,2018,2,0,2,2,31
884995aa67fffff,2019,1,2,4,1,50
884995aa67fffff,2020,0,2,4,1,50
884995aa67fffff,2021,0,2,4,1,69
884995aa67fffff,2022,4,2,4,1,-1
884995aa67fffff,2023,0,2,1,4,38
884995aa67fffff,2024,0,2,1,4,-1
884995aa69fffff,2016,4,0,2,2,13
884995aa69fffff,2017,1,4,2,2,-1
884995aa69fffff,2018,1,0,2,2,-1
884995aa69fffff,2019,1,2,2,2,1
884995aa69fffff,2020,1,4,2,2,2
884995aa69fffff,2021,4,2,1,4,5
884995aa69fffff,2022,1,0,1,4,64
884995aa69fffff,2023,1,0,1,4,23
884995aa69fffff,2024,3,0,1,4,-1
884995aa6bfffff,2016,1,4,2,2,1
884995aa6bfffff,2017,1,2,2,2,1
884995aa6bfffff,2018,1,4,2,2,2
884995aa6bfffff,2019,3,4,2,2,1
884995aa6bfffff,2020,3,0,1,4,17
884995aa6bfffff,2021,1,2,4,1,51
884995aa6bfffff,2022,3,1,0,4,-1
884995aa6bfffff,2023,4,2,4,1,-1
884995aa6bfffff,2024,0,2,4,1,27
884995aa6dfffff,2016,3,3,2,2,42
884995aa6dfffff,2017,4,0,1,4,53
884995aa6dfffff,2018,4,0,1,4,53
884995aa6dfffff,2019,0,2,1,2,-1
884995aa6dfffff,2020,1,3,2,2,4
884995aa6dfffff,2021,1,0,1,4,38
884995aa6dfffff,2022,0,2,4,1,-1
884995aa6dfffff,2024,1,0,2,2,-1
884995b045fffff,2018,4,0,1,4,-1
884995b045fffff,2019,3,1,0,4,-1
884995b045fffff,2023,2,3,0,1,-1
884995b04dfffff,2016,2,3,2,2,17
884995b04dfffff,2017,1,2,4,1,48
884995b04dfffff,2018,3,1,0,0,19
884995b04dfffff,2019,4,1,2,2,47
884995b04dfffff,2020,4,0,1,4,-1
884995b04dfffff,2021,3,0,1,4,-1
884995b04dfffff,2022,2,3,2,0,41
884995b04dfffff,2023,3,0,1,4,20
884995b04dfffff,2024,2,3,2,0,32
884995b061fffff,2016,1,4,2,2,-1
884995b061fffff,2018,1,2,2,1,-1
884995b061fffff,2019,1,4,2,2,-1
884995b061fffff,2020,4,0,1,4,5
884995b061fffff,2021,3,1,1,4,56
884995b061fffff,2022,4,0,1,4,46
884995b069fffff,2016,0,2,4,1,68
884995b069fffff,2017,3,0,2,2,63
884995b069fffff,2018,4,0,2,2,17
884995b069fffff,2019,0,2,4,1,60
884995b069fffff,2020,0,2,4,1,74
884995b069fffff,2021,4,0,1,4,17
884995b069fffff,2022,4,0,1,4,32
884995b069fffff,2023,2,3,0,0,-1
884995b069fffff,2024,4,0,0,0,17
884995b109fffff,2018,2,3,2,2,31
884995b109fffff,2019,3,0,2,2,-1
884995b109fffff,2020,4,0,1,4,-1
884995b10dfffff,2018,0,1,4,1,-1
884995b10dfffff,2019,3,1,0,0,47
884995b10dfffff,2020,2,3,0,0,66
884995b10dfffff,2021,3,0,0,0,52
884995b10dfffff,2023,2,3,0,0,42
884995b125fffff,2016,1,4,1,4,64
884995b125fffff,2017,1,0,1,4,53
884995b125fffff,2018,2,3,0,0,-1
884995b125fffff,2019,3,3,2,2,42
884995b125fffff,2020,2,0,2,2,26
884995b125fffff,2021,3,3,0,0,44
884995b125fffff,2022,3,0,0,0,44
884995b125fffff,2023,2,0,1,4,26
884995b125fffff,2024,2,3,0,0,-1
884995b12dfffff,2016,1,4,2,2,1
884995b12dfffff,2017,1,4,1,4,65
884995b12dfffff,2018,1,4,0,0,52
884995b12dfffff,2019,1,0,2,2,64
884995b12dfffff,2020,1,0,0,0,30
884995b12dfffff,2021,3,3,0,0,-1
884995b12dfffff,2022,3,0,0,0,43
884995b12dfffff,2023,3,1,0,0,-1
884995b12dfffff,2024,3,3,0,0,44
884995b141fffff,2017,4,2,1,4,50
884995b141fffff,2018,0,1,4,1,24
884995b141fffff,2019,4,0,2,2,2
884995b141fffff,2020,1,4,2,2,-1
884995b141fffff,2021,4,0,2,2,2
884995b141fffff,2022,1,0,0,0,-1
884995b141fffff,2023,3,1,1,4,-1
884995b141fffff,2024,3,3,0,0,44
884995b143fffff,2016,2,1,0,1,54
884995b143fffff,2017,1,4,2,2,2
884995b143fffff,2018,1,4,0,0,-1
884995b143fffff,2019,1,4,2,2,2
884995b143fffff,2020,1,0,2,2,2
884995b143fffff,2021,1,4,2,2,3
884995b143fffff,2022,1,4,2,2,2
884995b143fffff,2023,3,1,0,0,61
884995b143fffff,2024,1,0,1,4,22
884995b145fffff,2016,3,1,2,2,60
884995b145fffff,2017,1,4,2,2,-1
884995b145fffff,2018,3,1,0,0,-1
884995b145fffff,2019,3,1,0,2,-1
884995b145fffff,2020,3,1,0,0,66
884995b145fffff,2021,3,1,0,0,47
884995b145fffff,2022,3,0,0,0,59
884995b145fffff,2023,1,0,0,4,72
884995b145fffff,2024,3,1,0,0,-1
884995b147fffff,2016,0,2,4,1,62
884995b147fffff,2017,3,1,0,0,-1
884995b147fffff,2018,3,1,0,0,61
884995b147fffff,2019,3,1,2,2,55
884995b147fffff,2020,3,4,2,2,55
884995b147fffff,2021,3,1,2,2,55
884995b147fffff,2022,2,3,2,0,26
884995b147fffff,2023,3,1,0,0,24
884995b147fffff,2024,1,3,2,2,31
884995b149fffff,2016,3,1,1,4,47
884995b149fffff,2017,1,4,0,0,66
884995b149fffff,2018,3,1,0,0,55
884995b149fffff,2019,3,1,2,2,55
884995b149fffff,2020,4,0,2,2,17
884995b149fffff,2021,3,1,0,2,60
884995b149fffff,2022,2,3,2,0,4
884995b149fffff,2023,3,0,0,0,-1
884995b149fffff,2024,1,0,0,0,-1
884995b14dfffff,2016,0,2,4,1,65
884995b14dfffff,2017,0,2,4,1,68
884995b14dfffff,2018,3,1,0,0,-1
884995b14dfffff,2019,3,1,0,0,-1
884995b14dfffff,2020,3,1,2,2,47
884995b14dfffff,2021,3,1,0,0,67
884995b14dfffff,2022,2,0,0,0,31
884995b14dfffff,2023,3,1,0,0,24
884995b14dfffff,2024,3,1,0,0,61
884995b15dfffff,2016,0,2,4,1,50
884995b15dfffff,2017,4,1,4,1,5
884995b15dfffff,2018,3,1,2,2,60
884995b15dfffff,2019,2,3,0,0,-1
884995b15dfffff,2020,0,1,4,1,47
884995b15dfffff,2021,3,1,4,1,47
884995b15dfffff,2023,3,1,0,0,67
884995b15dfffff,2024,3,1,0,4,17
884995b161fffff,2016,1,0,2,2,1
884995b161fffff,2017,1,4,2,2,-1
884995b161fffff,2018,3,3,0,0,42
884995b161fffff,2019,1,4,2,2,2
884995b161fffff,2020,1,4,2,2,2
884995b161fffff,2021,1,4,2,2,2
884995b161fffff,2022,2,3,0,0,-1
884995b161fffff,2023,2,3,0,0,26
884995b161fffff,2024,3,3,0,0,-1
884995b163fffff,2016,2,3,4,1,4
884995b163fffff,2017,1,4,2,2,2
884995b163fffff,2018,3,1,0,0,59
884995b163fffff,2019,3,1,0,0,55
884995b163fffff,2020,3,1,0,0,-1
884995b163fffff,2021,2,3,2,0,-1
884995b163fffff,2022,2,3,4,1,34
884995b163fffff,2023,3,3,0,0,-1
884995b163fffff,2024,2,3,2,0,41
884995b165fffff,2016,1,3,2,2,-1
884995b165fffff,2017,1,4,2,2,-1
884995b165fffff,2018,1,3,0,0,44
884995b165fffff,2019,1,4,2,2,53
884995b165fffff,2020,1,4,2,2,2
884995b165fffff,2021,1,4,2,2,2
884995b165fffff,2022,2,3,0,0,26
884995b165fffff,2023,3,0,0,0,-1
884995b165fffff,2024,3,0,0,0,-1
884995b167fffff,2016,3,4,0,0,-1
884995b167fffff,2017,0,2,1,4,65
884995b167fffff,2018,3,3,0,0,44
884995b167fffff,2019,3,1,0,0,55
884995b167fffff,2020,3,1,2,2,55
884995b167fffff,2021,3,4,0,0,-1
