h3_8,año_hecho,cluster_km_ae,cluster_km_ae_cos,cluster_km_pca,cluster_km_raw,cluster_hdbscan
8849958c0bfffff,2016,3,1,1,4,-1
8849958c0bfffff,2017,3,1,0,0,66
8849958c0bfffff,2018,3,1,4,1,-1
8849958c0bfffff,2019,3,1,0,0,66
8849958c0bfffff,2020,0,2,4,1,-1
8849958c0bfffff,2021,1,3,2,0,4
8849958c0bfffff,2022,2,3,0,0,32
8849958c0bfffff,2023,2,0,1,4,-1
8849958c0bfffff,2024,0,2,4,1,-1
8849958c0dfffff,2016,1,4,2,2,-1
8849958c0dfffff,2017,1,4,0,2,-1
8849958c0dfffff,2018,3,0,0,0,-1
8849958c0dfffff,2019,1,4,2,2,2
8849958c0dfffff,2020,3,3,0,0,32
8849958c0dfffff,2021,1,4,2,2,2
8849958c0dfffff,2022,4,0,1,4,32
8849958c0dfffff,2023,3,0,0,0,-1
8849958c0dfffff,2024,1,0,1,4,20
8849958c11fffff,2016,1,4,2,2,-1
8849958c11fffff,2017,1,4,2,2,2
8849958c11fffff,2018,3,4,2,0,-1
8849958c11fffff,2019,1,4,2,2,2
8849958c11fffff,2020,1,4,2,2,2
8849958c11fffff,2021,3,4,0,0,1
8849958c11fffff,2022,1,4,2,2,2
8849958c11fffff,2023,1,3,2,2,-1
8849958c11fffff,2024,1,4,2,2,-1
8849958c13fffff,2016,2,3,0,0,31
8849958c13fffff,2017,1,4,2,2,-1
8849958c13fffff,2018,2,3,2,0,32
8849958c13fffff,2019,2,3,2,0,-1
8849958c13fffff,2020,2,3,2,0,-1
8849958c13fffff,2021,2,3,0,4,-1
8849958c13fffff,2022,2,3,1,4,-1
8849958c13fffff,2023,2,3,2,2,-1
8849958c13fffff,2024,2,3,2,0,-1
8849958c15fffff,2016,2,3,4,1,37
8849958c15fffff,2017,1,2,4,1,71
8849958c15fffff,2018,2,3,0,0,32
8849958c15fffff,2019,2,3,0,0,34
8849958c15fffff,2020,4,0,2,2,2
8849958c15fffff,2021,1,4,2,2,4
8849958c15fffff,2022,2,3,0,0,34
8849958c15fffff,2023,3,3,0,0,-1
8849958c15fffff,2024,2,3,0,0,32
8849958c17fffff,2016,0,2,4,1,68
8849958c17fffff,2017,0,2,4,1,57
8849958c17fffff,2018,3,1,0,0,-1
8849958c17fffff,2019,3,3,0,0,39
8849958c17fffff,2020,0,2,4,1,-1
8849958c17fffff,2021,4,0,1,4,23
8849958c17fffff,2022,2,3,2,2,-1
8849958c17fffff,2023,0,2,1,4,-1
8849958c17fffff,2024,0,2,4,1,57
8849958c19fffff,2016,1,4,2,2,2
8849958c19fffff,2017,1,4,2,2,2
8849958c19fffff,2018,1,4,2,0,41
8849958c19fffff,2019,1,4,2,2,2
8849958c19fffff,2020,1,4,2,2,-1
8849958c19fffff,2021,1,4,2,2,-1
8849958c19fffff,2022,1,4,2,2,2
8849958c19fffff,2023,4,0,2,2,19
8849958c19fffff,2024,1,4,2,2,3
8849958c1bfffff,2016,1,4,2,2,2
8849958c1bfffff,2017,1,4,2,2,2
8849958c1bfffff,2018,3,4,2,2,2
8849958c1bfffff,2019,1,4,2,2,2
8849958c1bfffff,2020,1,4,2,2,2
8849958c1bfffff,2021,1,4,2,2,3
8849958c1bfffff,2022,1,4,2,2,-1
8849958c1bfffff,2023,1,0,2,2,2
8849958c1bfffff,2024,3,4,2,0,44
8849958c1dfffff,2016,0,2,4,1,70
8849958c1dfffff,2017,1,4,4,1,-1
8849958c1dfffff,2018,1,4,2,2,-1
8849958c1dfffff,2019,3,1,0,0,-1
8849958c1dfffff,2020,3,0,0,4,23
8849958c1dfffff,2021,3,1,0,0,60
8849958c1dfffff,2022,1,4,2,2,2
8849958c1dfffff,2023,4,0,1,4,22
8849958c1dfffff,2024,3,1,1,4,-1
8849958c2bfffff,2017,2,3,2,2,-1
8849958c2bfffff,2018,2,3,2,2,42
8849958c2bfffff,2019,2,3,2,2,30
8849958c2bfffff,2021,1,4,2,2,2
8849958c39fffff,2016,1,4,2,2,-1
8849958c39fffff,2017,0,2,4,1,56
8849958c39fffff,2018,3,0,2,2,3
8849958c39fffff,2019,1,2,2,2,64
8849958c39fffff,2020,3,1,0,0,73
8849958c39fffff,2022,3,0,1,4,-1
8849958c39fffff,2023,1,4,2,2,4
8849958c39fffff,2024,3,3,0,0,39
8849958c41fffff,2016,0,2,4,1,5
8849958c41fffff,2017,1,2,4,1,-1
8849958c41fffff,2018,2,3,0,0,-1
8849958c41fffff,2019,1,4,2,2,1
8849958c41fffff,2020,4,0,1,4,19
8849958c41fffff,2021,1,0,1,4,53
8849958c41fffff,2022,3,1,0,0,59
8849958c41fffff,2023,2,3,1,4,-1
8849958c41fffff,2024,4,0,1,4,19
8849958c43fffff,2016,0,2,4,1,74
8849958c43fffff,2017,0,2,4,1,68
8849958c43fffff,2018,1,4,0,0,-1
8849958c43fffff,2019,2,3,0,0,-1
8849958c43fffff,2020,3,1,0,0,55
8849958c43fffff,2021,2,3,0,0,61
8849958c43fffff,2022,3,0,0,4,-1
8849958c43fffff,2023,3,4,0,0,61
8849958c43fffff,2024,1,0,0,0,-1
8849958c45fffff,2016,4,0,2,2,-1
8849958c45fffff,2017,1,2,4,1,25
8849958c45fffff,2018,1,3,0,0,44
8849958c45fffff,2019,1,4,2,2,2
8849958c45fffff,2020,4,0,1,4,12
8849958c45fffff,2021,3,0,1,4,-1
8849958c45fffff,2022,3,0,1,4,-1
8849958c45fffff,2023,4,0,1,4,14
8849958c45fffff,2024,3,1,1,4,18
8849958c47fffff,2016,1,4,0,0,48
8849958c47fffff,2017,1,2,4,1,73
8849958c47fffff,2018,1,4,0,0,44
8849958c47fffff,2019,1,4,2,2,64
8849958c47fffff,2020,3,2,0,1,73
8849958c47fffff,2021,1,4,2,2,-1
8849958c47fffff,2022,1,3,2,2,42
8849958c47fffff,2023,1,0,1,4,48
8849958c47fffff,2024,1,3,0,0,51
8849958c4bfffff,2016,1,0,1,4,38
8849958c4bfffff,2017,1,4,2,2,1
8849958c4bfffff,2018,3,1,0,0,61
8849958c4bfffff,2019,1,4,2,2,2
8849958c4bfffff,2020,3,1,0,0,39
8849958c4bfffff,2021,4,0,0,0,17
8849958c4bfffff,2022,1,4,2,2,2
8849958c4bfffff,2023,4,0,1,4,-1
8849958c4bfffff,2024,2,3,0,0,-1
8849958c51fffff,2016,0,2,4,1,-1
8849958c51fffff,2017,0,2,4,1,70
8849958c51fffff,2018,1,4,0,0,64
8849958c51fffff,2019,2,3,2,0,-1
8849958c51fffff,2020,4,0,0,0,19
8849958c51fffff,2021,1,4,0,0,-1
8849958c51fffff,2022,1,0,0,4,52
8849958c51fffff,2023,3,0,0,0,-1
8849958c51fffff,2024,4,0,1,4,22
8849958c53fffff,2016,0,3,0,0,57
8849958c53fffff,2017,0,2,4,1,68
8849958c53fffff,2018,1,4,4,1,-1
8849958c53fffff,2019,0,2,4,1,-1
8849958c53fffff,2020,4,0,2,2,38
8849958c53fffff,2021,0,1,4,1,56
8849958c53fffff,2022,3,1,1,4,-1
8849958c53fffff,2023,3,1,2,2,60
8849958c53fffff,2024,0,1,4,1,-1
8849958c55fffff,2016,0,2,4,1,49
8849958c55fffff,2017,0,2,4,1,-1
8849958c55fffff,2018,3,4,0,0,39
8849958c55fffff,2019,2,3,0,0,32
8849958c55fffff,2020,0,1,4,1,-1
8849958c55fffff,2021,2,3,0,0,-1
8849958c55fffff,2022,2,3,0,0,66
8849958c55fffff,2023,3,1,0,0,-1
8849958c55fffff,2024,2,3,0,0,-1
8849958c57fffff,2016,4,2,4,1,5
8849958c57fffff,2017,1,2,1,4,28
8849958c57fffff,2018,0,1,4,1,24
8849958c57fffff,2019,1,2,4,1,64
8849958c57fffff,2020,0,1,4,1,56
8849958c57fffff,2021,4,0,1,4,17
8849958c57fffff,2022,3,1,0,0,45
8849958c57fffff,2023,3,0,1,4,-1
8849958c57fffff,2024,3,1,1,4,54
8849958c59fffff,2016,0,2,4,1,-1
8849958c59fffff,2017,3,1,4,1,-1
8849958c59fffff,2018,1,4,0,0,48
8849958c59fffff,2019,1,4,2,2,53
8849958c59fffff,2020,3,1,0,0,66
8849958c59fffff,2021,1,4,0,0,-1
8849958c59fffff,2022,3,1,0,0,55
8849958c59fffff,2023,2,3,0,0,64
8849958c59fffff,2024,4,0,2,2,17
8849958c5bfffff,2016,3,1,0,0,56
8849958c5bfffff,2017,0,2,2,2,2
8849958c5bfffff,2018,2,3,0,0,-1
8849958c5bfffff,2019,1,4,1,4,64
8849958c5bfffff,2020,2,3,0,0,32
8849958c5bfffff,2021,0,2,4,1,62
8849958c5bfffff,2022,2,3,1,4,32
8849958c5bfffff,2023,2,3,2,0,40
8849958c5bfffff,2024,2,0,1,4,32
8849958c5dfffff,2016,0,2,4,1,65
8849958c5dfffff,2017,1,2,4,1,74
8849958c5dfffff,2018,1,4,2,0,-1
8849958c5dfffff,2019,1,4,2,0,-1
8849958c5dfffff,2020,3,0,0,0,55
8849958c5dfffff,2021,2,3,2,2,40
8849958c5dfffff,2022,2,3,0,0,32
8849958c5dfffff,2023,3,1,0,0,-1
8849958c5dfffff,2024,3,0,0,0,19
8849958c61fffff,2016,1,4,2,2,4
8849958c61fffff,2017,0,2,4,1,-1
8849958c61fffff,2018,2,3,0,0,-1
8849958c61fffff,2019,1,0,1,4,-1
8849958c61fffff,2020,0,2,4,1,56
8849958c61fffff,2021,1,2,4,1,74
8849958c61fffff,2022,4,3,1,4,-1
8849958c61fffff,2023,3,3,4,1,-1
8849958c61fffff,2024,2,3,1,4,-1
8849958c63fffff,2016,0,2,2,2,38
8849958c63fffff,2017,1,0,2,0,52
8849958c63fffff,2018,3,0,0,0,-1
8849958c63fffff,2019,0,2,4,1,56
8849958c63fffff,2020,0,2,4,1,49
8849958c63fffff,2021,1,2,4,1,50
8849958c63fffff,2022,3,0,1,4,22
8849958c63fffff,2023,1,0,1,4,32
8849958c63fffff,2024,2,3,2,0,31
8849958c69fffff,2016,2,3,2,0,32
8849958c69fffff,2017,0,2,4,1,50
8849958c69fffff,2018,4,0,1,4,5
8849958c69fffff,2019,1,4,2,2,2
8849958c69fffff,2020,4,0,1,4,12
8849958c69fffff,2021,1,4,2,2,2
8849958c69fffff,2022,4,0,1,4,22
8849958c69fffff,2023,4,0,1,4,-1
8849958c69fffff,2024,0,0,1,4,-1
8849958c6bfffff,2016,1,0,1,4,72
8849958c6bfffff,2017,3,0,1,4,70
8849958c6bfffff,2018,1,4,2,0,-1
8849958c6bfffff,2019,3,1,0,0,73
8849958c6bfffff,2020,1,0,1,4,72
8849958c6bfffff,2021,3,0,0,4,-1
8849958c6bfffff,2022,1,4,1,4,-1
8849958c6bfffff,2023,2,3,4,1,4
8849958c6bfffff,2024,1,0,1,4,53
8849958c6dfffff,2016,1,0,1,4,0
8849958c6dfffff,2017,2,3,1,4,-1
8849958c6dfffff,2018,1,4,1,4,53
8849958c6dfffff,2019,2,3,4,1,33
8849958c6dfffff,2020,2,3,1,4,-1
8849958c6dfffff,2021,3,0,1,4,-1
8849958c6dfffff,2022,2,3,1,4,34
8849958c6dfffff,2024,1,2,2,2,1
8849958c91fffff,2016,3,0,1,4,22
8849958c91fffff,2017,4,2,2,2,-1
8849958c91fffff,2018,2,3,0,0,32
8849958c91fffff,2019,4,0,1,4,22
8849958c91fffff,2020,2,3,2,2,-1
8849958c91fffff,2021,1,0,1,4,-1
8849958c91fffff,2022,3,4,2,2,-1
8849958c91fffff,2023,1,0,1,4,-1
8849958c91fffff,2024,2,3,0,0,32
8849958c93fffff,2016,2,3,2,2,-1
8849958c93fffff,2018,1,4,2,2,-1
8849958c93fffff,2019,2,3,2,0,37
8849958c93fffff,2020,4,2,4,1,50
8849958c93fffff,2023,1,0,2,2,2
8849958c97fffff,2016,1,4,2,2,64
8849958c97fffff,2017,0,2,4,1,-1
8849958c97fffff,2018,3,1,0,0,39
8849958c97fffff,2019,1,4,2,2,-1
8849958c97fffff,2021,1,4,2,2,-1
8849958c97fffff,2022,3,0,1,4,18
8849958c97fffff,2023,1,0,0,4,47
8849958c97fffff,2024,0,2,4,1,27
8849958c99fffff,2016,2,2,4,1,-1
8849958c99fffff,2017,0,2,4,1,68
8849958c99fffff,2018,3,3,0,0,-1
8849958c99fffff,2019,2,3,0,0,36
8849958c99fffff,2020,2,3,0,0,36
8849958c99fffff,2021,2,3,4,1,-1
8849958c99fffff,2022,2,3,4,1,54
8849958c99fffff,2023,3,0,1,4,-1
8849958c99fffff,2024,1,0,1,4,-1
8849958c9bfffff,2016,2,3,2,2,36
8849958c9bfffff,2017,3,1,1,4,73
8849958c9bfffff,2018,1,4,0,0,9
8849958c9bfffff,2019,2,3,0,0,41
8849958c9bfffff,2020,1,0,1,4,72
8849958c9bfffff,2021,4,0,0,0,19
8849958c9bfffff,2022,2,0,1,4,-1
8849958c9bfffff,2023,3,1,0,0,63
8849958c9bfffff,2024,3,0,0,0,-1
8849958c9dfffff,2016,0,0,2,2,64
8849958c9dfffff,2017,3,1,4,1,60
8849958c9dfffff,2018,1,0,0,0,31
8849958c9dfffff,2019,2,3,2,2,-1
8849958c9dfffff,2021,1,1,2,2,55
8849958c9dfffff,2022,4,0,0,0,55
8849958c9dfffff,2023,4,2,2,2,-1
8849958c9dfffff,2024,1,4,2,2,-1
8849958cc1fffff,2016,2,3,2,0,36
8849958cc1fffff,2017,2,3,4,0,31
8849958cc1fffff,2018,2,3,0,0,36
8849958cc1fffff,2019,2,3,0,0,34
8849958cc1fffff,2020,2,3,0,0,40
8849958cc1fffff,2021,2,3,0,0,32
8849958cc1fffff,2022,2,3,2,2,34
8849958cc1fffff,2023,2,3,0,0,-1
8849958cc1fffff,2024,2,3,0,0,-1
8849958cc3fffff,2016,2,3,0,0,-1
8849958cc3fffff,2017,1,4,4,1,64
8849958cc3fffff,2018,2,3,0,0,4
8849958cc3fffff,2019,2,3,0,0,-1
8849958cc3fffff,2020,2,3,0,0,32
8849958cc3fffff,2021,2,3,0,0,32
8849958cc3fffff,2022,2,3,0,0,-1
8849958cc3fffff,2023,3,4,0,0,-1
8849958cc3fffff,2024,3,3,0,0,-1
8849958cc5fffff,2016,3,4,0,0,51
8849958cc5fffff,2017,1,4,0,0,-1
8849958cc5fffff,2018,1,4,0,0,-1
8849958cc5fffff,2019,2,3,0,0,37
8849958cc5fffff,2020,2,3,0,0,-1
8849958cc5fffff,2021,3,1,0,0,55
8849958cc5fffff,2022,2,3,0,0,32
8849958cc5fffff,2023,2,3,0,0,32
8849958cc5fffff,2024,3,4,0,0,9
8849958cc7fffff,2017,0,2,4,1,-1
8849958cc7fffff,2018,2,3,4,1,74
8849958cc7fffff,2019,1,4,2,2,-1
8849958cc7fffff,2020,4,2,4,1,-1
8849958cc7fffff,2023,2,3,2,2,-1
8849958cc9fffff,2016,1,4,2,2,61
8849958cc9fffff,2017,2,3,0,0,37
8849958cc9fffff,2018,2,3,2,2,-1
8849958cc9fffff,2019,1,4,2,2,3
8849958cc9fffff,2020,1,4,2,2,2
8849958cc9fffff,2021,1,0,2,2,2
8849958cc9fffff,2022,1,4,4,0,4
8849958cc9fffff,2023,1,0,1,4,22
8849958cc9fffff,2024,1,0,1,4,48
8849958ccbfffff,2016,2,3,2,0,34
8849958ccbfffff,2017,2,3,2,0,-1
8849958ccbfffff,2018,2,3,0,0,-1
8849958ccbfffff,2019,1,4,0,0,30
8849958ccbfffff,2020,2,3,0,0,-1
8849958ccbfffff,2021,3,1,0,0,-1
8849958ccbfffff,2022,2,3,0,0,-1
8849958ccbfffff,2023,1,4,2,2,2
8849958ccbfffff,2024,2,3,2,0,26
8849958ccdfffff,2016,1,4,2,0,53
8849958ccdfffff,2017,1,4,2,2,2
8849958ccdfffff,2018,1,4,2,0,42
8849958ccdfffff,2019,1,4,2,2,3
8849958ccdfffff,2020,4,0,2,2,2
8849958ccdfffff,2021,3,0,2,2,17
8849958ccdfffff,2022,2,3,0,1,36
8849958ccdfffff,2023,2,3,2,2,41
8849958ccdfffff,2024,3,0,0,4,-1
8849958cd1fffff,2016,0,2,4,1,-1
8849958cd1fffff,2017,2,3,0,0,37
8849958cd1fffff,2018,3,4,0,0,9
8849958cd1fffff,2019,2,3,0,0,32
8849958cd1fffff,2020,3,3,0,0,-1
8849958cd1fffff,2021,1,4,2,2,2
8849958cd1fffff,2022,2,3,0,0,34
8849958cd1fffff,2023,3,0,1,4,-1
8849958cd1fffff,2024,3,1,0,0,56
8849958cd3fffff,2016,1,4,2,2,-1
8849958cd3fffff,2017,2,3,4,1,-1
8849958cd3fffff,2018,2,3,3,0,-1
8849958cd3fffff,2019,2,3,0,0,-1
8849958cd3fffff,2020,2,3,0,0,-1
8849958cd3fffff,2021,2,3,0,1,-1
8849958cd3fffff,2022,2,3,0,0,34
8849958cd3fffff,2023,3,4,0,0,-1
8849958cd3fffff,2024,2,3,3,3,-1
8849958cd5fffff,2017,3,1,4,1,-1
8849958cd5fffff,2018,1,1,2,2,2
8849958cd5fffff,2019,3,1,2,2,47
8849958cd5fffff,2020,1,4,2,2,-1
8849958cd5fffff,2021,1,4,2,2,2
8849958cd5fffff,2022,1,4,2,2,-1
8849958cd5fffff,2023,3,4,2,2,2
8849958cd5fffff,2024,1,4,2,2,-1
8849958cd7fffff,2016,0,2,4,1,0
8849958cd7fffff,2017,2,3,4,1,33
8849958cd7fffff,2018,3,1,0,0,35
8849958cd7fffff,2019,4,1,2,2,-1
8849958cd7fffff,2020,1,2,2,2,-1
8849958cd7fffff,2021,3,1,2,2,60
8849958cd7fffff,2022,1,1,2,2,-1
8849958cd7fffff,2023,3,0,2,2,19
8849958cd7fffff,2024,4,0,1,4,38
8849958cd9fffff,2016,0,1,4,1,56
8849958cd9fffff,2017,0,2,4,1,29
8849958cd9fffff,2018,3,1,0,0,66
8849958cd9fffff,2019,0,2,4,1,62
8849958cd9fffff,2020,0,2,4,1,-1
8849958cd9fffff,2021,2,0,0,0,23
8849958cd9fffff,2022,4,0,1,4,-1
8849958cd9fffff,2023,4,1,1,4,12
8849958cd9fffff,2024,0,2,4,1,70
8849958cdbfffff,2016,0,2,4,1,68
8849958cdbfffff,2017,0,2,4,1,68
8849958cdbfffff,2018,3,1,0,0,-1
8849958cdbfffff,2019,0,1,4,1,-1
8849958cdbfffff,2020,3,4,0,0,-1
8849958cdbfffff,2021,0,2,4,1,68
8849958cdbfffff,2022,1,2,4,1,48
8849958cdbfffff,2023,3,0,1,4,20
8849958cdbfffff,2024,3,0,1,4,72
8849958cddfffff,2016,2,3,0,0,-1
8849958cddfffff,2017,2,3,0,0,32
8849958cddfffff,2018,3,1,0,0,39
8849958cddfffff,2019,3,1,0,0,-1
8849958cddfffff,2020,1,4,2,2,3
8849958cddfffff,2021,3,1,2,2,55
8849958cddfffff,2022,3,3,2,0,61
8849958cddfffff,2023,3,1,0,1,-1
8849958cddfffff,2024,2,3,0,0,36
8849958e01fffff,2016,0,2,1,4,24
8849958e01fffff,2017,4,3,2,2,56
8849958e01fffff,2018,0,2,1,4,27
8849958e01fffff,2019,4,0,4,1,17
8849958e01fffff,2020,1,4,2,2,2
8849958e01fffff,2022,4,3,2,2,-1
8849958e01fffff,2023,0,2,1,4,27
8849958e01fffff,2024,4,1,0,4,-1
8849958e03fffff,2016,2,3,2,2,25
8849958e03fffff,2017,1,4,2,2,2
8849958e03fffff,2018,1,0,2,2,48
8849958e03fffff,2019,1,4,1,4,64
8849958e03fffff,2020,1,1,4,1,51
8849958e03fffff,2021,1,2,2,2,65
8849958e03fffff,2022,2,3,0,0,34
8849958e03fffff,2023,0,2,4,1,29
8849958e03fffff,2024,4,0,1,4,17
8849958e05fffff,2016,1,2,4,1,50
8849958e05fffff,2017,2,3,4,1,33
8849958e05fffff,2018,1,4,2,2,-1
8849958e05fffff,2019,1,3,2,2,64
8849958e05fffff,2020,0,2,1,4,-1
8849958e05fffff,2021,0,2,4,1,72
8849958e05fffff,2022,0,2,1,4,27
8849958e05fffff,2023,0,2,1,4,64
8849958e05fffff,2024,0,0,1,4,-1
8849958e09fffff,2016,2,3,4,1,33
8849958e09fffff,2017,0,2,4,1,62
8849958e09fffff,2018,1,4,0,0,-1
8849958e09fffff,2019,2,3,0,0,32
8849958e09fffff,2020,1,4,0,0,52
8849958e09fffff,2021,2,3,2,2,-1
8849958e09fffff,2022,2,3,4,1,34
8849958e09fffff,2023,2,3,1,4,-1
8849958e09fffff,2024,3,0,1,4,-1
8849958e0bfffff,2016,3,1,0,0,55
8849958e0bfffff,2017,1,3,0,0,-1
8849958e0bfffff,2018,3,1,0,0,66
8849958e0bfffff,2019,3,1,0,1,54
8849958e0bfffff,2020,1,4,2,2,2
8849958e0bfffff,2021,2,3,0,0,32
8849958e0bfffff,2022,2,3,0,0,-1
8849958e0bfffff,2023,2,3,0,0,37
8849958e0bfffff,2024,2,3,4,1,-1
8849958e0dfffff,2016,4,2,4,1,-1
8849958e0dfffff,2018,2,3,1,4,-1
8849958e0dfffff,2019,2,3,0,0,-1
8849958e0dfffff,2020,3,1,1,4,-1
8849958e0dfffff,2021,2,3,2,2,-1
8849958e0dfffff,2022,3,1,4,1,-1
8849958e0dfffff,2023,2,3,4,1,-1
8849958e13fffff,2016,1,0,0,1,-1
8849958e13fffff,2017,1,3,2,2,-1
8849958e13fffff,2018,1,4,0,0,-1
8849958e13fffff,2019,3,0,0,0,-1
8849958e13fffff,2020,1,0,1,4,-1
8849958e13fffff,2021,1,3,0,0,-1
8849958e13fffff,2022,2,3,0,0,-1
8849958e13fffff,2023,3,0,0,0,-1
8849958e13fffff,2024,3,0,1,4,-1
8849958e15fffff,2016,1,4,2,2,2
8849958e15fffff,2017,1,4,2,2,2
8849958e15fffff,2018,1,4,2,2,-1
8849958e15fffff,2019,1,4,2,2,2
8849958e15fffff,2020,1,4,2,2,64
8849958e15fffff,2021,3,4,2,2,3
8849958e15fffff,2022,2,3,0,0,-1
8849958e15fffff,2023,1,0,1,4,64
8849958e15fffff,2024,1,4,0,0,65
8849958e17fffff,2016,3,0,2,2,-1
8849958e17fffff,2017,3,3,2,0,-1
8849958e17fffff,2018,1,4,0,0,-1
8849958e17fffff,2019,1,4,2,0,61
8849958e17fffff,2020,3,4,2,0,65
8849958e17fffff,2021,1,0,2,2,23
8849958e17fffff,2022,2,3,0,0,32
8849958e17fffff,2023,1,4,2,0,45
8849958e17fffff,2024,1,0,1,4,-1
8849958e19fffff,2016,0,2,4,1,69
8849958e19fffff,2017,0,1,4,1,24
8849958e19fffff,2018,3,4,0,0,-1
8849958e19fffff,2019,2,3,0,0,-1
8849958e19fffff,2020,0,2,4,1,-1
8849958e19fffff,2021,2,3,4,1,-1
8849958e19fffff,2022,2,3,4,1,34
8849958e19fffff,2023,3,1,1,4,24
8849958e19fffff,2024,2,3,2,2,-1
8849958e1bfffff,2016,0,0,1,4,27
8849958e1bfffff,2017,3,1,4,1,56
8849958e1bfffff,2018,3,3,2,0,44
8849958e1bfffff,2019,3,0,0,2,55
8849958e1bfffff,2020,0,2,1,4,73
8849958e1bfffff,2021,4,0,4,2,12
8849958e1bfffff,2022,3,0,0,0,-1
8849958e1bfffff,2023,3,1,1,4,32
8849958e1bfffff,2024,1,4,1,4,64
8849958e1dfffff,2016,1,0,1,4,-1
8849958e1dfffff,2017,0,2,4,1,2
8849958e1dfffff,2018,1,4,4,1,-1
8849958e1dfffff,2019,1,0,2,2,-1
8849958e1dfffff,2020,4,0,4,1,-1
8849958e1dfffff,2021,3,0,1,4,-1
8849958e1dfffff,2022,2,0,1,4,-1
8849958e1dfffff,2023,2,0,1,4,52
8849958e1dfffff,2024,2,3,0,0,26
8849958e31fffff,2016,1,0,2,2,2
8849958e31fffff,2017,1,4,2,2,1
8849958e31fffff,2018,3,3,0,0,-1
8849958e31fffff,2019,1,4,2,2,2
8849958e31fffff,2020,2,3,0,0,23
8849958e31fffff,2021,3,1,0,0,58
8849958e31fffff,2022,2,3,0,0,37
8849958e31fffff,2023,2,3,0,0,37
8849958e31fffff,2024,2,0,0,1,31
8849958e33fffff,2016,0,2,4,1,-1
8849958e33fffff,2017,0,2,4,1,73
8849958e33fffff,2018,3,1,0,0,55
8849958e33fffff,2019,3,1,0,0,55
8849958e33fffff,2020,3,1,0,0,63
8849958e33fffff,2021,1,4,2,2,2
8849958e33fffff,2022,3,1,0,0,66
8849958e33fffff,2023,2,3,0,0,32
8849958e33fffff,2024,1,0,1,4,53
8849958e35fffff,2016,1,2,4,2,65
8849958e35fffff,2017,0,2,4,1,28
8849958e35fffff,2018,1,4,0,0,44
8849958e35fffff,2019,1,4,2,2,2
8849958e35fffff,2020,4,0,2,2,19
8849958e35fffff,2021,3,1,1,4,24
8849958e35fffff,2022,3,3,2,0,45
8849958e35fffff,2023,1,0,1,4,21
8849958e35fffff,2024,2,3,0,0,-1
8849958e37fffff,2016,0,2,4,1,-1
8849958e37fffff,2017,1,4,4,1,-1
8849958e37fffff,2018,3,3,0,0,-1
8849958e37fffff,2019,3,1,0,0,55
8849958e37fffff,2020,2,3,0,0,23
8849958e37fffff,2021,3,1,0,0,67
8849958e37fffff,2022,2,0,0,4,-1
8849958e37fffff,2023,3,0,1,4,18
8849958e37fffff,2024,3,0,1,4,20
8849958e3bfffff,2016,1,4,1,4,53
8849958e3bfffff,2017,1,4,2,2,2
8849958e3bfffff,2018,3,4,0,0,66
8849958e3bfffff,2019,1,4,0,0,53
8849958e3bfffff,2020,3,0,2,2,-1
8849958e3bfffff,2021,3,0,2,0,23
8849958e3bfffff,2022,3,4,2,2,3
8849958e3bfffff,2023,2,3,0,0,-1
8849958e3bfffff,2024,1,0,2,2,44
8849958e41fffff,2018,4,0,2,2,13
8849958e41fffff,2020,0,2,4,2,-1
8849958e41fffff,2021,0,2,1,4,0
8849958e41fffff,2022,2,2,4,1,64
8849958e41fffff,2023,1,0,1,4,65
8849958e41fffff,2024,3,1,1,4,24
8849958e43fffff,2016,0,2,1,4,38
8849958e43fffff,2017,1,4,2,2,-1
8849958e43fffff,2018,3,1,0,0,-1
8849958e43fffff,2019,1,0,1,4,-1
8849958e43fffff,2020,1,0,4,1,-1
8849958e43fffff,2021,0,0,1,4,38
8849958e43fffff,2022,0,2,1,4,-1
8849958e43fffff,2023,4,1,4,1,5
8849958e43fffff,2024,2,0,1,4,-1
8849958e47fffff,2016,0,2,1,4,0
8849958e47fffff,2017,4,2,2,2,57
8849958e47fffff,2018,2,3,0,0,30
8849958e47fffff,2019,2,0,1,4,-1
8849958e47fffff,2020,1,0,2,2,-1
8849958e47fffff,2021,4,0,1,4,-1
8849958e47fffff,2022,0,2,1,4,0
8849958e47fffff,2023,0,2,4,1,-1
8849958e47fffff,2024,3,0,1,4,18
8849958e51fffff,2016,4,1,0,1,-1
8849958e51fffff,2017,0,2,4,1,68
8849958e51fffff,2018,4,0,0,0,17
8849958e51fffff,2019,0,2,4,1,-1
8849958e51fffff,2020,0,2,4,1,68
8849958e51fffff,2021,0,2,4,1,56
8849958e51fffff,2022,0,2,4,1,68
8849958e51fffff,2023,1,4,4,1,-1
8849958e51fffff,2024,0,1,4,1,56
8849958e53fffff,2016,3,1,0,1,-1
8849958e53fffff,2017,1,4,0,1,48
8849958e53fffff,2018,3,1,0,0,66
8849958e53fffff,2019,0,2,4,1,-1
8849958e53fffff,2020,2,3,4,1,-1
8849958e53fffff,2021,1,4,2,2,-1
8849958e53fffff,2022,0,0,1,4,6
8849958e53fffff,2023,0,2,4,1,74
8849958e53fffff,2024,4,0,1,4,17
8849958e55fffff,2016,4,0,2,2,13
8849958e55fffff,2017,3,1,0,0,-1
8849958e55fffff,2018,3,1,0,0,61
8849958e55fffff,2019,4,0,0,0,17
8849958e55fffff,2020,3,1,4,1,55
